"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-G-C-001271","Class C Marihuana Grower - License","Northern Grow LLC","4410 Turtle RD, Turner MI 48765","08/18/2024","License Void",,,
"AU-G-C-001272","Class C Marihuana Grower - License","Northern Grow LLC","4410 Turtle RD, Turner MI 48765","08/18/2024","License Void",,,
"AU-G-C-001273","Class C Marihuana Grower - License","Northern Grow LLC","4410 Turtle RD, Turner MI 48765","08/18/2024","License Void",,,
"AU-G-C-001240","Class C Marihuana Grower - License","SFF LLC","9234 E. 72nd ST Bldg, Reed City MI 49677","08/02/2024","License Void",,,
"AU-G-C-001274","Class C Marihuana Grower - License","Twilight Organics","808 Kresnak RD, Mancelona MI 49659","07/27/2026","Active",,,
"AU-G-C-001281","Class C Marihuana Grower - License","EZST Scientific","25185 Easy ST, Warren MI 48089","07/26/2024","License Void",,,
"AU-G-C-001294","Class C Marihuana Grower - License","Pure Sun Grown LLC","18850 Fox ST, Cassopolis MI 49031","07/26/2026","Active",,,
"AU-G-C-001264","Class C Marihuana Grower - License","Paragon Growers, LLC","1008 Watkins RD, Battle Creek MI 49015","07/25/2026","Active",,,
"AU-G-C-001251","Class C Marihuana Grower - License","Diamond Fields, LLC","56600 Shattuck RD, Vandalia MI 49095","08/26/2025","License Void",,,
"AU-G-C-001269","Class C Marihuana Grower - License","Biogold, LLC","711 White Oak ST, Decatur MI 49045","04/22/2026","Active",,,
"AU-G-C-001282","Class C Marihuana Grower - License","Millie Montana Industries","9684 Russell RD, Clare MI 48617","07/14/2025","License Void",,,
"AU-G-C-001259","Class C Marihuana Grower - License","Tri State Wellness & Recreational","7503 E Reading RD, Pittsford MI 49271","07/14/2024","License Void",,"Public documents available",
"AU-G-C-001255","Class C Marihuana Grower - License","Sinse Green Acres LLC","5089 E HARRISON RD, WALKERVILLE MI 49459","07/13/2026","Active",,,
"AU-G-C-001268","Class C Marihuana Grower - License","Wolverine Real Estate & Development LLC","788 Hubbard RD, Battle Creek MI 49017","07/11/2025","License Void",,,
"AU-G-C-001216","Class C Marihuana Grower - License","Forever Home Grown, LLC","10260 Harvest Park Suite B, C, D, Dimondale MI 48821","07/11/2026","Active",,,
"AU-G-C-001215","Class C Marihuana Grower - License","Forever Home Grown, LLC","10260 Harvest Park Suite B, C, D, Dimondale MI 48821","07/11/2026","Active",,,
"AU-G-C-001214","Class C Marihuana Grower - License","Forever Home Grown, LLC","10260 Harvest Park Suite B, C, D, Dimondale MI 48821","07/11/2026","Active",,,
"AU-G-C-001213","Class C Marihuana Grower - License","Forever Home Grown, LLC","10260 Harvest Park Suite B, C, D, Dimondale MI 48821","07/11/2026","Active",,,
"AU-G-C-001212","Class C Marihuana Grower - License","Forever Home Grown, LLC","10260 Harvest Park Suite B, C, D, Dimondale MI 48821","07/11/2026","Active",,"Public Documents Available",
"AU-G-C-001245","Class C Marihuana Grower - License","Sweet Cut Grow","4120 S Sprinkle RD, Kalamazoo MI 49001","06/14/2026","Active",,,
"AU-G-C-001265","Class C Marihuana Grower - License","TZee, LLC","4661 W Dickman RD Suite B, Battle Creek MI 49037","06/15/2026","Active",,,
"AU-G-C-001226","Class C Marihuana Grower - License","HLS Partners LLC","490 E Dresden ST, Kalkaska MI 49646","07/10/2024","License Void",,,
"AU-G-C-001254","Class C Marihuana Grower - License","Bessinger Holdings, LLC","1549 Bessinger RD, Turner MI 48765","06/30/2025","License Void",,,
"AU-G-C-001246","Class C Marihuana Grower - License","Plant Nerd","69348 40th ST, Paw Paw MI 49079","05/22/2026","Active",,,
"AU-G-C-001263","Class C Marihuana Grower - License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/07/2024","License Void",,,
"AU-G-C-001262","Class C Marihuana Grower - License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/07/2024","License Void",,,
"AU-G-C-001261","Class C Marihuana Grower - License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/07/2024","License Void",,,
"AU-G-C-001225","Class C Marihuana Grower - License","Bud & Mary's Cannabis Co., LLC","2325 N Burdick ST, Kalamazoo MI 49007","07/20/2026","Active",,"Public Documents Available",
"AU-G-C-001217","Class C Marihuana Grower - License","Bloominati Farms LLC","11766 Commerce ST, Warren MI 48089","06/29/2025","License Void",,,
"AU-G-C-001260","Class C Marihuana Grower - License","ROLLGANIC","4414 Turtle RD Lot 1, Turner MI 48765","06/29/2026","Active",,,
"AU-G-C-001234","Class C Marihuana Grower - License","77 North Inc.","4404 N. M-77 HWY, Germfask MI 49836","02/18/2024","License Void",,,
"AU-G-C-001236","Class C Marihuana Grower - License","77 North Inc.","4404 N. M-77 HWY, Germfask MI 49836","02/18/2024","License Void",,,
"AU-G-C-001228","Class C Marihuana Grower - License","Superb Cannabis Co.","4611 Liberty DR, Lake Orion MI 48359","06/27/2026","Active",,"Public document available",
"AU-G-C-001258","Class C Marihuana Grower - License","Michigan Pure Pharms","9286 N. Saginaw RD, Mt. Morris MI 48458","06/22/2024","License Void",,,
"AU-G-C-001257","Class C Marihuana Grower - License","Michigan Pure Pharms","9286 N. Saginaw RD, Mount Morris MI 48458","06/22/2024","License Void",,,
"AU-G-C-001256","Class C Marihuana Grower - License","Michigan Pure Pharms","9286 N Saginaw RD, Mount Morris MI 48458","06/22/2026","Active",,"Public Documents Available",
"AU-G-C-001252","Class C Marihuana Grower - License","Michigan Cultivation LLC","5700 Alabaster RD, Turner MI 48765","08/27/2024","License Void",,,
"AU-G-C-001253","Class C Marihuana Grower - License","Michigan Cultivation LLC","5700 Alabaster RD, Turner MI 48765","08/27/2024","License Void",,,
"AU-G-C-001248","Class C Marihuana Grower - License","Tree Dwellers","104 W Park Drive, Kalkaska MI 49646","06/20/2026","Active",,"Public Documents Available",
"AU-G-C-001209","Class C Marihuana Grower - License","Evolution Grow Company","1060 River Road West, Battle Creek MI 49037","02/10/2024","License Void",,,
"AU-G-C-001211","Class C Marihuana Grower - License","SM Lapeer","207 S Saginaw ST, Lapeer MI 48446","06/16/2026","Active",,,
"AU-G-C-001210","Class C Marihuana Grower - License","SM Lapeer","207 S Saginaw ST, Lapeer MI 48446","06/16/2026","Active",,"Public Documents Available",
"AU-G-C-001237","Class C Marihuana Grower - License","TZee, LLC","4661 W Dickman RD Suite B, Battle Creek MI 49037","06/15/2026","Active",,,
"AU-G-C-001233","Class C Marihuana Grower - License","HGZ Group, LLC","9147 N Chippewa RD, Coleman MI 48618","06/14/2026","Active",,,
"AU-G-C-001241","Class C Marihuana Grower - License","Wise Tree Farms LLC","8751 N. Wise RD, Clare MI 48617","06/12/2024","License Void",,,
"AU-G-C-001239","Class C Marihuana Grower - License","WELLHEAD PROVISIONS LLC","18309 Fox TRL, Cassopolis MI 49031","07/19/2024","License Void",,,
"AU-G-C-001247","Class C Marihuana Grower - License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/07/2026","Active",,,
"AU-G-C-001235","Class C Marihuana Grower - License","Atomic Exotics Cannabis Co","1141 Eden WAY Suite B, Chesaning MI 48616","06/24/2026","Active",,,
"AU-G-C-001183","Class C Marihuana Grower - License","3BarC INCORPORATED","568 E Simpson RD, Mancelona MI 49659","06/01/2026","Active",,"Public documents available",
"AU-G-C-001178","Class C Marihuana Grower - License","Farming Management, LLC","1235 Center ST, Lansing MI 48906","05/31/2026","Active",,"Public Documents Available",
"AU-G-C-001168","Class C Marihuana Grower - License","Elkhorn Valley LLC","402 S Oak ST, Buchanan MI 49107","05/24/2024","License Void",,,
"AU-G-C-001227","Class C Marihuana Grower - License","Plant Nerd","69348 40th ST, Paw Paw MI 49079","05/22/2026","Active",,,
"AU-G-C-001171","Class C Marihuana Grower - License","Delta Farms, LLC","864 N 12th ST Suite 27, Niles MI 49120","05/22/2026","Active",,"Public Documents Available",
"AU-G-C-001202","Class C Marihuana Grower - License","QPS Michigan Holdings LLC","1209 Tech DR, Webberville MI 48892","02/10/2026","Active",,,
"AU-G-C-001159","Class C Marihuana Grower - License","Granny Farm, LLC","6121 Casmere ST, Detroit MI 48212","05/17/2026","Active",,,
"AU-G-C-001169","Class C Marihuana Grower - License","DMM Grow","1520 E Cavanaugh RD, Lansing MI 48910","05/16/2026","Active",,"Public Documents Available",
"AU-G-C-001224","Class C Marihuana Grower - License","DHARMA FARM","55949 Huff RD, Marcellus MI 49067","04/04/2024","License Void",,,
"AU-G-C-001223","Class C Marihuana Grower - License","DHARMA FARM","55949 Huff RD, Marcellus MI 49067","04/04/2024","License Void",,,
"AU-G-C-001222","Class C Marihuana Grower - License","HUFF CANNABIS","55949 Huff RD, Marcellus MI 49067","04/04/2026","Active",,,
"AU-G-C-001221","Class C Marihuana Grower - License","DHARMA FARM","55949 Huff RD, Marcellus MI 49067","04/04/2024","License Void",,,
"AU-G-C-001220","Class C Marihuana Grower - License","Wheelhouse Growers, LLC","19832 E. North Caribou Lake RD, DeTour MI 49725","01/08/2025","License Void",,,
"AU-G-C-001182","Class C Marihuana Grower - License","Genetix Cannabis","23364 Amber AVE, Warren MI 48089","05/11/2025","License Void",,,
"AU-G-C-001200","Class C Marihuana Grower - License","Alpine Grows LLC","19380 Brenroy DR, Marshall MI 49068","05/08/2026","Active",,,
"AU-G-C-001201","Class C Marihuana Grower - License","Alpine Grows LLC","19380 Brenroy DR, Marshall MI 49068","05/08/2026","Active",,,
"AU-G-C-001197","Class C Marihuana Grower - License","Real Leaf Solutions","1707 Enterprise DR, Kalkaska MI 49646","11/18/2024","License Void",,,
"AU-G-C-001176","Class C Marihuana Grower - License","Galenas Michigan LLC","118 Alvord RD, Camden MI 49232","12/10/2023","License Void",,,
"AU-G-C-001175","Class C Marihuana Grower - License","Galenas Michigan LLC","118 ALVORD RD, Camden MI 49232","12/10/2023","License Void",,,
"AU-G-C-001179","Class C Marihuana Grower - License","Smart Meds LLC","731 E Kalamazoo ST, Lansing MI 48912","05/02/2026","License Void",,,
"AU-G-C-001170","Class C Marihuana Grower - License","Nu Group, LLC","14500 Laplaisance RD Unit A20-A40, Monroe MI 48161","06/15/2026","Active",,,
"AU-G-C-001152","Class C Marihuana Grower - License","Nu Group, LLC","14500 Laplaisance RD Unit A20-A40, Monroe MI 48161","06/15/2026","Active",,"Public Documents Available",
"AU-G-C-001173","Class C Marihuana Grower - License","Arjuna LLC","3110 Turner ST Suite 3L, Lansing MI 48906","05/01/2024","License Void",,,
"AU-G-C-001189","Class C Marihuana Grower - License","Hytek Cultivation","12651 Stout ST, Detroit MI 48223","07/28/2026","Active",,,
"AU-G-C-001180","Class C Marihuana Grower - License","OTEAL2 LLC","1401 N Johnson ST, Bay City MI 48708","04/28/2026","Active",,,
"AU-G-C-001174","Class C Marihuana Grower - License","Precision Capital, LLC","10040 N Dort HWY, Clio MI 48420","10/14/2026","Active",,,
"AU-G-C-001156","Class C Marihuana Grower - License","Jupiter Operations, LLC","6544 US HWY 131, Fife Lake MI 49633","04/27/2026","Active",,,
"AU-G-C-001188","Class C Marihuana Grower - License","100 Leafs","845 Industrial DR, Allegan MI 49010","03/22/2024","License Void",,,
"AU-G-C-001187","Class C Marihuana Grower - License","100 Leafs","845 Industrial DR, Allegan MI 49010","03/22/2026","Active",,,
"AU-G-C-001190","Class C Marihuana Grower - License","Lansing Pros, Inc.","22550 Nagel ST, Warren MI 48089","01/03/2027","Active",,,
"AU-G-C-001191","Class C Marihuana Grower - License","Lansing Pros, Inc","22550 Nagel ST, Warren MI 48089","01/03/2027","Active",,,
"AU-G-C-001192","Class C Marihuana Grower - License","Lansing Pros, Inc.","22550 Nagel ST, Warren MI 48089","01/03/2027","Active",,,
"AU-G-C-001193","Class C Marihuana Grower - License","Lansing Pros, Inc.","22550 Nagel ST, Warren MI 48089","01/03/2027","Active",,,
"AU-G-C-001154","Class C Marihuana Grower - License","Elysium Cultivation","24250 Mound RD, Warren MI 48091","12/17/2025","Active",,,
"AU-G-C-001167","Class C Marihuana Grower - License","Bay Flower LLC","303 S Water ST, Bay City MI 48708","04/20/2026","Active",,,
"AU-G-C-001158","Class C Marihuana Grower - License","HMFM Holdings, LLC","1007 Industrial BLVD, Albion MI 49224","04/20/2026","Active",,"Public Documents Available",
"AU-G-C-001150","Class C Marihuana Grower - License","Potter's Farm","1233 River Road West, Battle Creek MI 49037","04/18/2024","License Void",,,
"AU-G-C-001138","Class C Marihuana Grower - License","100 Leafs","845 Industrial DR, Allegan MI 49010","03/22/2026","Active",,,
"AU-G-C-001149","Class C Marihuana Grower - License","Greensmith Cultivation","2919 S Martin Luther King BLVD, Lansing MI 48910","04/05/2026","Active",,,
"AU-G-C-001145","Class C Marihuana Grower - License","True Health MI","2101 W Willow ST, Lansing MI 48917","08/28/2025","License Void",,,
"AU-G-C-001144","Class C Marihuana Grower - License","True Health MI","2101 W Willow ST, Lansing MI 48917","08/28/2025","License Void",,,
"AU-G-C-001161","Class C Marihuana Grower - License","DHARMA FARM","55949 Huff RD, Marcellus MI 49067","04/04/2024","License Void",,,
"AU-G-C-001143","Class C Marihuana Grower - License","True Health MI","2101 W Willow ST, Lansing MI 48917","08/28/2025","License Void",,,
"AU-G-C-001142","Class C Marihuana Grower - License","True Health MI","2101 W Willow ST, Lansing MI 48917","08/28/2026","Active",,,
"AU-G-C-001141","Class C Marihuana Grower - License","True Health MI","2101 W Willow ST, Lansing MI 48917","08/28/2026","Active",,,
"AU-G-C-001148","Class C Marihuana Grower - License","MM AGRICULTURE LLC","3306 N Martin Luther King Jr. BLVD, Lansing MI 48906","05/11/2026","Active",,,
"AU-G-C-001124","Class C Marihuana Grower - License","Vasmed, LLC.","6838 Sheridan RD, Vassar Twp MI 48768","10/20/2024","License Void",,"Public Documents Available",
"AU-G-C-001139","Class C Marihuana Grower - License","KRAVE CANNABIS CO. LLC","43275 Irwin DR, Harrison Township MI 48045","11/18/2026","Active",,,
"AU-G-C-001157","Class C Marihuana Grower - License","Palmate Solutions LLC","683 Sheridan ST, Jackson MI 49203","03/31/2026","Active",,"Public Documents Available",
"AU-G-C-001163","Class C Marihuana Grower - License","Biogold, LLC","711 White Oak ST, Decatur MI 49045","04/22/2026","Active",,,
"AU-G-C-001119","Class C Marihuana Grower - License","H&F Enterprises LLC","23455 Regency Park DR Suite B, Warren MI 48089","03/28/2025","License Void",,"Public Documents Available",
"AU-G-C-001125","Class C Marihuana Grower - License","Medcanna LLC","2100 S Washington AVE Suite 2014, Lansing MI 48910","03/28/2026","Active",,,
"AU-G-C-001165","Class C Marihuana Grower - License","Grasshopper Farms, Inc.","29003 County Road 665, Paw Paw MI 49079","05/20/2026","Active",,,
"AU-G-C-001162","Class C Marihuana Grower - License","Terrapin Harvest Circle, LLC","9313 N. Dort HWY, Mt. Morris MI 48458","03/24/2025","License Void",,,
"AU-G-C-001126","Class C Marihuana Grower - License","Bud & Mary's Cannabis Co., LLC","2325 N Burdick ST, Kalamazoo MI 49007","07/20/2026","Active",,"Public Documents Available",
"AU-G-C-001151","Class C Marihuana Grower - License","Native Leaf, LLC","116 Enterprise DR, Reading MI 49274","03/20/2026","Active",,"Public Documents Available",
"AU-G-C-001164","Class C Marihuana Grower - License","Native Leaf, LLC","116 Enterprise DR, Reading MI 49274","03/20/2025","License Void",,"Public Documents Available",
"AU-G-C-001117","Class C Marihuana Grower - License","Canapa Valley Farms","700 E Huron AVE Bldg 2, Vassar MI 48768","03/16/2024","License Void",,"Public Documents Available",
"AU-G-C-001115","Class C Marihuana Grower - License","Canapa Valley Farms","700 E Huron AVE Bldg 2, Vassar MI 48768","03/16/2025","License Void",,"Public Documents Available",
"AU-G-C-001113","Class C Marihuana Grower - License","Canapa Valley Farms Grow, LLC","700 E Huron AVE Bldg 2, Vassar MI 48768","03/16/2026","Active",,"Public Documents Available",
"AU-G-C-001112","Class C Marihuana Grower - License","Canapa Valley Farms Grow, LLC","700 E Huron AVE Bldg 2, Vassar MI 48768","03/16/2026","Active",,"Public Documents Available",
"AU-G-C-001111","Class C Marihuana Grower - License","Canapa Valley Farms Grow, LLC","700 E Huron AVE Bldg 2, Vassar MI 48768","03/16/2026","Active",,"Public documents available",
"AU-G-C-001147","Class C Marihuana Grower - License","Fresh Coast Cannabis Group, LLC","4955 Lansing RD Bldg A, Charlotte MI 48813","12/14/2023","License Void",,,
"AU-G-C-001133","Class C Marihuana Grower - License","Emerald Mountain Labs, LLC","21445 Hoover RD Suite 316, Warren MI 48089","10/26/2026","Active",,,
"AU-G-C-001140","Class C Marihuana Grower - License","Insane Gorilla Cultivation","12420 S Straits HWY, Wolverine MI 49799","03/14/2026","Active",,"Public Documents Available",
"AU-G-C-001130","Class C Marihuana Grower - License","Myndset Herbs, LLC","1000 Crandall PKWY, Lawrence MI 49064","03/10/2024","License Void",,,
"AU-G-C-001129","Class C Marihuana Grower - License","Myndset Herbs, LLC","1000 Crandall PKWY, Lawrence MI 49064","03/10/2026","Active",,,
"AU-G-C-001146","Class C Marihuana Grower - License","Traverse City Cannabis Company","924 Hastings ST, TRAVERSE CITY MI 49686","01/21/2025","License Void",,"Public Documents Available",
"AU-G-C-001110","Class C Marihuana Grower - License","BETTER MADE CANNABIS","4160 COMMERCE DR, FLUSHING MI 48433","03/10/2026","Active",,,
"AU-G-C-001109","Class C Marihuana Grower - License","BETTER MADE CANNABIS","4160 COMMERCE DR, FLUSHING MI 48433","03/10/2026","Active",,"Public Documents Available",
"AU-G-C-001128","Class C Marihuana Grower - License","Myndset Herbs, LLC","1000 Crandall PKWY, Lawrence MI 49064","03/10/2026","Active",,,
"AU-G-C-001103","Class C Marihuana Grower - License","CALYXI","3801 Crooked Creek DR, Vassar MI 48768","03/08/2026","Active",,,
"AU-G-C-001073","Class C Marihuana Grower - License","Stoney Leaf","17498 Mount Elliott RD, Detroit MI 48212","02/21/2025","License Void",,,
"AU-G-C-001121","Class C Marihuana Grower - License","Quality Cannabis Farms, LLC","47200 48th ST, Lawrence MI 49064","02/21/2026","Active",,"Public Documents Available",
"AU-G-C-001100","Class C Marihuana Grower - License","JBB Cultivating, LLC","295 Root ST, Oakley MI 48649","02/21/2026","Active",,,
"AU-G-C-001092","Class C Marihuana Grower - License","Planted Organics","111 W Mt Hope AVE D-26, Lansing MI 48910","01/18/2025","License Void",,"Public Documents Available",
"AU-G-C-001108","Class C Marihuana Grower - License","Westfield Group, LLC","13300 Foley ST, Detroit MI 48227","02/16/2026","Active",,,
"AU-G-C-001081","Class C Marihuana Grower - License","Epic Farms LLC","9270 N Saginaw RD, Mount Morris MI 48458","02/14/2026","Active",,,
"AU-G-C-001106","Class C Marihuana Grower - License","Jade Collection of Morenci","9081 Skyline Industrial DR, Morenci MI 49256","11/16/2026","Active",,,
"AU-G-C-001105","Class C Marihuana Grower - License","Tamtamali, LLC","4345 Waterman RD, Vassar MI 48768","02/13/2025","License Void",,,
"AU-G-C-001075","Class C Marihuana Grower - License","Morenci Brothers 4, LLC","520 Hammontree DR Suite A, Morenci MI 49256","02/10/2026","Active",,,
"AU-G-C-001104","Class C Marihuana Grower - License","Treetown Cannabis","834 Railroad ST, Ypsilanti MI 48197","01/07/2025","License Void",,,
"AU-G-C-001101","Class C Marihuana Grower - License","BC Bud Company","3436 Patterson RD, Bay City MI 48706","02/07/2025","License Void",,,
"AU-G-C-001074","Class C Marihuana Grower - License","Area Capital, LLC","2 Johnson CT, Bay City MI 48708","11/10/2024","License Void",,,
"AU-G-C-001123","Class C Marihuana Grower - License","Diamond Cut Farms 2, LLC","3712 Patterson RD, Bay City MI 48706","01/21/2026","Active",,,
"AU-G-C-001083","Class C Marihuana Grower - License","Havi Consortium LLC","33842 88th AVE, Lawton MI 49065","02/03/2026","Active",,,
"AU-G-C-001114","Class C Marihuana Grower - License","Epic Gardens, LLC","19181 Glendale ST, Detroit MI 48223","02/01/2026","Active",,,
"AU-G-C-001107","Class C Marihuana Grower - License","Cherry Industries, LLC","6387 E Nevada ST, Detroit MI 48234","07/27/2026","Active",,"Public Documents Available",
"AU-G-C-001116","Class C Marihuana Grower - License","Epic Gardens, LLC","19181 Glendale ST, Detroit MI 48223","02/01/2026","Active",,,
"AU-G-C-001099","Class C Marihuana Grower - License","Plush Companies","6755 E APPLE AVE, MUSKEGON MI 49442","02/01/2026","Active",,,
"AU-G-C-001098","Class C Marihuana Grower - License","Plush Companies","6755 E APPLE AVE, MUSKEGON MI 49442","02/01/2026","Active",,,
"AU-G-C-001097","Class C Marihuana Grower - License","Plush Companies","6755 E APPLE AVE, MUSKEGON MI 49442","02/01/2026","Active",,,
"AU-G-C-001093","Class C Marihuana Grower - License","Amber Waves Cannabis Co.","325 Hammontree DR, Morenci MI 49256","08/31/2026","Active",,"Public Documents Available",
"AU-G-C-001070","Class C Marihuana Grower - License","WLJ Ventures, LLC","3925 Crooked Creek DR Bldg A, Vassar Township MI 48768","01/23/2026","Active",,"Public Documents Available",
"AU-G-C-001090","Class C Marihuana Grower - License","MDMS Group LLC","32200 Dequindre RD Suite B, Warren MI 48092","01/20/2026","Active",,,
"AU-G-C-001063","Class C Marihuana Grower - License","Monroe Dispo, LLC","900 Ladd RD, Walled Lake MI 48390","01/17/2026","Active",,,
"AU-G-C-001091","Class C Marihuana Grower - License","Evolution Grow Company","1060 River Road West, Battle Creek MI 49037","02/10/2024","License Void",,,
"AU-G-C-001068","Class C Marihuana Grower - License","Detroit Flower Grove, Inc","1601 E Grand BLVD Bldg A, Detroit MI 48211","01/17/2024","License Void",,,
"AU-G-C-001069","Class C Marihuana Grower - License","Detroit Flower Grove, Inc","1601 E Grand BLVD Bldg A, Detroit MI 48211","01/17/2026","Active",,"Public Documents Available",
"AU-G-C-001041","Class C Marihuana Grower - License","Giving Tree Gardens","540 S Center ST, Adrian MI 49221","11/24/2026","Active",,"Public Documents Available",
"AU-G-C-001034","Class C Marihuana Grower - License","Happy Buds, LLC","929 Elliot RD, Albion MI 49224","01/12/2025","Active",,"Public Documents Available",
"AU-G-C-001080","Class C Marihuana Grower - License","Pure Source","23230 Amber AVE, Warren MI 48089","11/10/2026","Active",,,
"AU-G-C-001052","Class C Marihuana Grower - License","QPS Michigan Holdings LLC","1209 Tech DR, Webberville MI 48892","02/10/2026","Active",,,
"AU-G-C-001082","Class C Marihuana Grower - License","Lansing Pros, Inc.","22550 Nagel ST, Warren MI 48089","01/03/2027","Active",,,
"AU-G-C-001096","Class C Marihuana Grower - License","Private Stock, LLC","21445 Hoover RD Suite 220, Warren MI 48089","06/13/2024","License Void",,,
"AU-G-C-001095","Class C Marihuana Grower - License","Private Stock, LLC","21445 Hoover RD Suite 220, Warren MI 48089","06/13/2026","Active",,,
"AU-G-C-001047","Class C Marihuana Grower - License","Time Travelers Cannabis","1504 Cumberland ST, Saginaw MI 48601","12/20/2025","Active",,"Public Documents Available",
"AU-G-C-001046","Class C Marihuana Grower - License","Sour Flower Organics, LLC","51956 44th ST, Paw Paw MI 49079","12/20/2025","Active",,,
"AU-G-C-001043","Class C Marihuana Grower - License","Green Earth Cultivators","22349 Groesbeck HWY, Warren MI 48089","12/15/2026","Active",,"Public Documents Available",
"AU-G-C-001026","Class C Marihuana Grower - License","FLWRpot","1022 E Michigan ST, Adrian MI 49221","12/14/2025","Active",,"Public Documents Available",
"AU-G-C-001036","Class C Marihuana Grower - License","Fresh Coast Cannabis Group, LLC","4955 Lansing RD Bldg A, Charlotte MI 48813","12/14/2025","Active",,"Public Documents Available",
"AU-G-C-001035","Class C Marihuana Grower - License","Fresh Coast Cannabis Group, LLC","4955 Lansing RD Bldg A, Charlotte MI 48813","12/14/2025","Active",,"Public Documents Available",
"AU-G-C-001061","Class C Marihuana Grower - License","Leaf and Bud","14470 Livernois AVE Suite D, Detroit MI 48238","12/09/2024","Active",,"Public documents available",
"AU-G-C-001060","Class C Marihuana Grower - License","Leaf and Bud","14470 Livernois AVE Suite D, Detroit MI 48238","12/09/2024","Active",,"Public Documents Available",
"AU-G-C-001031","Class C Marihuana Grower - License","PM Growers, LLC","707 Industrial Park DR, Bangor MI 49013","12/07/2026","Active",,,
"AU-G-C-001049","Class C Marihuana Grower - License","Tomtom, LLC","6431 East Palmer ST, Detroit MI 48211","12/05/2026","Active",,"Public Documents Available",
"AU-G-C-001062","Class C Marihuana Grower - License","AUBREY VENTURES LLC","24117 GROESBECK HWY, WARREN MI 48089","12/05/2026","Active",,,
"AU-G-C-001064","Class C Marihuana Grower - License","Great Lakes Kush LLC","1336 Sunset AVE, Lansing MI 48917","07/14/2024","License Void",,,
"AU-G-C-001058","Class C Marihuana Grower - License","Butter","1110 Tower ST, Flint MI 48503","11/22/2024","License Void",,"Public Documents Available",
"AU-G-C-001057","Class C Marihuana Grower - License","Butter","1110 Tower ST, Flint MI 48503","11/22/2024","License Void",,"Public Documents Available",
"AU-G-C-001056","Class C Marihuana Grower - License","Butter","1110 Tower ST, Flint MI 48503","11/22/2024","License Void",,"Public Documents Available",
"AU-G-C-001055","Class C Marihuana Grower - License","Butter","1110 Tower ST, Flint MI 48503","11/22/2024","License Void",,"Public Documents Available",
"AU-G-C-001054","Class C Marihuana Grower - License","butter","1110 Tower ST, Flint MI 48503","11/22/2024","License Void",,"Public Documents Available",
"AU-G-C-001029","Class C Marihuana Grower - License","PDS Ventures, LLC","21445 Hoover RD Suite 320, Warren MI 48089","12/06/2026","Active",,"Public Documents Available",
"AU-G-C-001042","Class C Marihuana Grower - License","H&N Partners LLC","43275 Irwin, Harrison Township MI 48045","11/18/2023","License Void",,,
"AU-G-C-001045","Class C Marihuana Grower - License","MEM Gardens, LLC","346 Logan ST, Adrian MI 49221","03/03/2025","License Void",,,
"AU-G-C-001038","Class C Marihuana Grower - License","Liberty Wellness, LLC","208 Hyde ST, Kalkaska MI 49646","07/14/2023","License Void",,,
"AU-G-C-001044","Class C Marihuana Grower - License","Fractal Cannabis","8981 CEDAR CREEK DR, HOLTON MI 49425","11/10/2026","Active",,,
"AU-G-C-001027","Class C Marihuana Grower - License","Pure Source, LLC","23230 Amber AVE, Warren MI 48089","11/10/2026","Active",,,
"AU-G-C-000995","Class C Marihuana Grower - License","MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218","11/09/2026","Active",,,
"AU-G-C-000996","Class C Marihuana Grower - License","MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218","11/09/2026","Active",,,
"AU-G-C-000997","Class C Marihuana Grower - License","MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218","11/09/2026","Active",,,
"AU-G-C-000994","Class C Marihuana Grower - License","White Ash Cannabis","1110 N Fancher ST, Mt. Pleasant MI 48858","11/09/2026","Active",,,
"AU-G-C-001023","Class C Marihuana Grower - License","Wildfire Investments, LLC","2502 S Dort HWY, Flint MI 48507","11/09/2026","Active",,,
"AU-G-C-000998","Class C Marihuana Grower - License","MSV MI, LLC","1721 W Pleasant ST, River Rouge MI 48218","11/09/2026","Active",,,
"AU-G-C-001024","Class C Marihuana Grower - License","Wildfire Investments, LLC","2502 S Dort HWY, Flint MI 48507","11/09/2026","Active",,,
"AU-G-C-001025","Class C Marihuana Grower - License","Wildfire Investments, LLC","2502 S Dort HWY, Flint MI 48507","11/09/2025","License Void",,,
"AU-G-C-000990","Class C Marihuana Grower - License","Total Essence LLC","14470 Livernois ST Suite E, Detroit MI 48238","11/07/2025","License Void",,"Public Documents Available",
"AU-G-C-001018","Class C Marihuana Grower - License","Tree of Life Cannabis","1804 N Stephenson AVE, Iron Mountain MI 49801","11/03/2026","Active",,"Public Documents Available",
"AU-G-C-000991","Class C Marihuana Grower - License","High Mountain LLC","6824 Sheridan RD, Vassar MI 48768","11/01/2026","Active",,"Public Documents Available",
"AU-G-C-000999","Class C Marihuana Grower - License","Big League Brands, LLC","6749 Auburn RD, Utica MI 48317","10/27/2026","Active",,,
