"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"PC-000561","Provisioning Center - License","Meds Cafe","70 Arthur ST, Manistee MI 49660","03/21/2023","Closed","Approved","Public Documents Available",
"PC-000596","Provisioning Center - License","The Botanical Co.","302 South Cedar ST, Kalkaska MI 49646","05/04/2023","Closed",,,
"PC-000585","Provisioning Center - License","Cloud Cannabis Utica","44115 Van Dyke AVE, Utica MI 48317","12/22/2023","Closed","Approved",,
"PC-000612","Provisioning Center - License","Liberty Cannabis","29600 Stephenson HWY Suite 1, Madison Heights MI 48071","10/29/2026","Active",,,
"PC-000272","Provisioning Center - License","Flint Flower of Life, Inc.","1401 E Stewart AVE, Flint MI 48505","04/30/2023","Closed",,,
"PC-000600","Provisioning Center - License","GREEN ACRES WELLNESS CENTERS RETAIL","11555 E. WARREN AVE, DETROIT MI 48214","04/30/2024","Closed",,,
"PC-000581","Provisioning Center - License","HiCloud, LLC","215 S Linn ST, Bay City MI 48706","04/28/2022","Closed",,,
"PC-000601","Provisioning Center - License","Vibe The Ultimate Cannabis Experience","29385 Cherry Hill RD, Inkster MI 48141","04/26/2025","Closed","Approved","Public Documents Available",
"PC-000593","Provisioning Center - License","Golden Greens Provisioning Center of SW Michigan","270 Crandall PKWY, Lawrence MI 49064","04/26/2023","Closed",,,
"PC-000618","Provisioning Center - License","Breeze USA","1770 E Columbia AVE Suite B, Battle Creek MI 49014","08/16/2022","Closed",,,
"PC-000619","Provisioning Center - License","Lume Cannabis Co.","208 Center AVE, Bay City MI 48708","10/22/2022","Closed","Approved",,
"PC-000610","Provisioning Center - License","Pinnacle Emporium","413 East Main ST, Edmore MI 48829","12/09/2022","Closed","Approved",,
"PC-000621","Provisioning Center - License","Puff","11397 W Jefferson AVE, River Rouge MI 48218","04/20/2023","Closed",,,
"PC-000605","Provisioning Center - License","KAI - Adrian","1579 W. Maumee ST, Adrian MI 49221","04/19/2023","Closed",,,
"PC-000611","Provisioning Center - License","BE Provisioning","901 East State ST, Cassopolis MI 49031","04/19/2023","Closed","Approved",,
"PC-000604","Provisioning Center - License","Sticky - Battle Creek","625 North AVE, Battle Creek MI 49017","11/08/2022","Closed",,"Public Documents Available",
"PC-000597","Provisioning Center - License","Michigan Pure Green, LLC","6007 Ann Arbor Road, Jackson MI 49201","01/22/2022","Closed",,,
"PC-000557","Provisioning Center - License","Flower Bowl River Rouge","10196 West Jefferson AVE, River Rouge MI 48218","04/05/2023","Closed",,"Public Documents Available",
"PC-000587","Provisioning Center - License","Green Decatur, Inc.","100 East Sherwood ST, Decatur MI 49045","03/31/2022","Closed",,,
"PC-000595","Provisioning Center - License","North Coast Provisions at Arborside","1818 Packard ST, Ann Arbor MI 48104","07/23/2023","Closed",,"Public Documents Available",
"PC-000594","Provisioning Center - License","The Outpost Crystal Falls","32 Superior AVE, Crystal Falls MI 49920","03/29/2023","Closed",,,
"PC-000599","Provisioning Center - License","Hayat CC","634 West 9 Mile RD, Hazel Park MI 48030","03/26/2023","Closed","Approved","Public Documents Available",
"PC-000592","Provisioning Center - License","NOBO","1401 East Apple AVE, Muskegon MI 49442","06/02/2023","Closed",,"Public Documents Available",
"PC-000586","Provisioning Center - License","Bazonzoes","1760 E West Maple RD, Walled Lake MI 48390","07/10/2026","Active","Approved","Public Documents Available",
"PC-000578","Provisioning Center - License","Sozo Cannabis","580 W Hackley AVE, Muskegon MI 49444","12/19/2022","Closed",,,
"PC-000471","Provisioning Center - License","Exclusive Muskegon","4515 E Apple AVE, Muskegon MI 49442","03/17/2026","Active","Approved",,
"PC-000590","Provisioning Center - License","SMOK Cannabis","7461 W 8 Mile RD, Detroit MI 48221","03/16/2026","Active","Approved",,
"PC-000582","Provisioning Center - License","Southeast Provisioning Center, LLC","14470 Livernois AVE Suite A, Detroit MI 48238","10/02/2024","Closed","Approved","Public Documents Available",
"PC-000589","Provisioning Center - License","Michigan's Top Shelf","5540 E Eight Mile RD, Detroit MI 48234","03/15/2023","Closed",,,
"PC-000512","Provisioning Center - License","A's Re-Leaf Center","137 S. Main ST, Reading MI 49274","02/21/2023","Closed",,"Public Documents Available",
"PC-000545","Provisioning Center - License","Green Buddha of Sturgis, LLC","665 SW Capital AVE, Battle Creek MI 49015","03/09/2024","Closed",,,
"PC-000583","Provisioning Center - License","Pinnacle Emporium","850 E Main ST, Morenci MI 49256","12/09/2025","Closed",,,
"PC-000574","Provisioning Center - License","The Grove Cannabis Co.","26352 Lawrence AVE, Center Line MI 48015","02/24/2025","Closed","Approved","Public Documents Available",
"PC-000434","Provisioning Center - License","Cookies Kalamazoo","2712 Portage ST, Kalamazoo MI 49001","07/30/2022","Closed","Approved",,
"PC-000572","Provisioning Center - License","Symponia Farms Inc.","1140 Harmonia RD, Battle Creek MI 49037","07/29/2022","Closed","Approved",,
"PC-000516","Provisioning Center - License","Green Buddha III, LLC","408 S. Center RD, Flint MI 48506","02/22/2022","Closed",,,
"PC-000404","Provisioning Center - License","ZAZA CANNABIS CO.","12934 Evergreen Unit 100, Detroit MI 48223","02/22/2024","Closed","Approved",,
"PC-000576","Provisioning Center - License","Shango Hazel Park","22821 S Chrysler DR, Hazel Park MI 48030","12/10/2023","Closed","Approved",,
"PC-000580","Provisioning Center - License","Fresh Water Cannabis Co.","3398 I-75 Business Spur, Sault Ste Marie MI 49783","02/18/2023","Closed","Approved",,
"PC-000569","Provisioning Center - License","Apollo Cannabis Company","19737 West Seven Mile RD, Detroit MI 48219","02/18/2024","Closed - Suspended","Approved","Public Documents Available",
"PC-000568","Provisioning Center - License","Exclusive Grand Rapids","2350 29th Street SE, Grand Rapids MI 49508","07/30/2023","Closed","Approved","Public Documents Available",
"PC-000570","Provisioning Center - License","NOBO","69411 M 62, Edwardsburg MI 49112","06/02/2023","Closed",,"Public Documents Available",
"PC-000565","Provisioning Center - License","Lucky Buds, Inc.","102 S Main ST, Crystal MI 48818","02/11/2024","Closed",,,
"PC-000562","Provisioning Center - License","Mood Cannabis Jackson","3141 Page AVE, Jackson MI 49203","02/11/2024","Closed","Approved","Public Documents Available",
"PC-000567","Provisioning Center - License","Skymint","8542 Shaver RD, Portage MI 49024","10/18/2023","Closed","Approved",,
"PC-000558","Provisioning Center - License","Local Roots Cannabis Company","120 West Grand River RD Suite B, Laingsburg MI 48848","02/05/2022","Closed",,,
"PC-000457","Provisioning Center - License","Olswell- Adrian","1465 W. Beecher ST, Adrian MI 49221","02/05/2022","Closed",,,
"PC-000573","Provisioning Center - License","Rair","1871 Peck ST, Muskegon MI 49441","10/08/2022","Closed","Approved","Public Documents Available",
"PC-000564","Provisioning Center - License","House of Dank - Saginaw","3054 E Holland RD, Saginaw MI 48601","02/03/2023","Closed",,,
"PC-000563","Provisioning Center - License","The Remedy Detroit LLC","20041 W 8 Mile RD, Detroit MI 48219","01/29/2024","Closed",,,
"PC-000548","Provisioning Center - License","Michigan Pure Green, LLC","9017 South Sprinkle RD, Portage MI 49002","01/22/2023","Closed",,,
"PC-000555","Provisioning Center - License","Lucid- Emmet Township","1125 E. Michigan AVE Suite 9, Battle Creek MI 49014","01/21/2022","Closed",,,
"PC-000552","Provisioning Center - License","Flow Provisioning LLC","918 County Rd 480, Marquette MI 49855","01/15/2022","Closed",,,
"PC-000566","Provisioning Center - License","Pinnacle Emporium","221 E Front ST, Buchanan MI 49107","12/09/2025","Closed",,,
"PC-000542","Provisioning Center - License","Joyology of Centerline","26550 Liberal ST, Center Line MI 48015","01/12/2025","Closed","Approved","Public Documents Available",
"PC-000550","Provisioning Center - License","URB Cannabis Company","124 N Water ST, Vassar MI 48768","01/11/2023","Closed","Approved",,
"PC-000560","Provisioning Center - License","The Dude Abides Provisioning Center","160 N Washington ST, Constantine MI 49042","01/08/2023","Closed",,"Public Documents Available",
"PC-000554","Provisioning Center - License","Higher Love","116 Superior AVE, Crystal Falls MI 49920","01/08/2026","Active",,,
"PC-000518","Provisioning Center - License","Constantine Wellness Center, LLC","140 S Washington ST, Constantine MI 49042","01/08/2023","Closed",,,
"PC-000484","Provisioning Center - License","1864 US-23, LLC","1864 US 23 Suite A & B, East Tawas MI 48730","01/05/2022","Closed",,,
"PC-000499","Provisioning Center - License","Redbud Roots Lab VI, Inc.","218 E Stockbridge AVE, Kalamazoo MI 49001","01/05/2023","Closed",,,
"PC-000532","Provisioning Center - License","Great Lakes Provision Center","811 Maple ST, Big Rapids MI 49307","12/29/2021","Closed","Approved",,
"PC-000556","Provisioning Center - License","Breaking Bud","449 Capital NE AVE, Battle Creek MI 49017","12/22/2023","Closed","Approved","Public Documents Available",
"PC-000537","Provisioning Center - License","Cloud Cannabis Company","356 Munson AVE, Traverse City MI 49686","05/20/2023","Closed",,,
"PC-000535","Provisioning Center - License","Sozo Cannabis","100 N Main ST, Cheboygan MI 49721","12/19/2023","Closed",,,
"PC-000551","Provisioning Center - License","Pure Options - Muskegon Township","1965 Holton RD, Muskegon MI 49445","12/17/2024","Closed",,"Public Documents Available",
"PC-000526","Provisioning Center - License","Mother Nurtures, LLC","520 South Third AVE, Big Rapids MI 49307","12/10/2021","Closed",,,
"PC-000549","Provisioning Center - License","Apothecare Ann Arbor","2793 Plymouth RD Suite C, Ann Arbor MI 48105","12/24/2023","Closed","Approved","Public documents available",
"PC-000553","Provisioning Center - License","TeeBz, LLC","1561 West Maumee ST, Adrian MI 49221","12/11/2022","Closed - Suspended",,"Public Documents Available",
"PC-000544","Provisioning Center - License","Luxury Loud Detroit","2520 22nd ST, Detroit MI 48216","09/02/2023","Closed","Approved","Public Documents Available",
"PC-000541","Provisioning Center - License","The WellFlower","217 Maple ST, Big Rapids MI 49307","12/08/2021","Closed",,,
"PC-000540","Provisioning Center - License","Cannavibes Emporium","1135 W Dickman RD, Battle Creek MI 49037","12/07/2025","Active",,"Public Documents Available",
"PC-000527","Provisioning Center - License","EZ Medz","9359 N. Dort HWY, Mt. Morris MI 48458","12/04/2023","Closed","Approved","Public Documents Available",
"PC-000534","Provisioning Center - License","Premier Provisioning Center, LLC","1023 East Caro RD, Caro MI 48723","12/04/2023","Closed","Approved","Public Documents Available",
"PC-000511","Provisioning Center - License","Dr. A's Re-Leaf Center - Cannabis Merchant","26324 US-12, Edwardsburg MI 49112","02/21/2024","Closed",,"Public Documents Available",
"PC-000529","Provisioning Center - License","Glazed and Confused","2465 US 2 S HWY, Crystal Falls MI 49920","11/25/2022","Closed",,,
"PC-000538","Provisioning Center - License","Gage Cannabis Company","3075 Peregrine Dr. NE, Grand Rapids MI 49505","07/30/2025","Closed","Approved","Public Documents Available",
"PC-000546","Provisioning Center - License","Lume Cannabis Co.","1512 N West AVE, Jackson MI 49202","03/21/2023","Closed","Approved","Public Documents Available",
"PC-000547","Provisioning Center - License","Green Bean Company, Inc.","1625 W Atherton RD, Flint MI 48507","11/21/2024","Closed",,,
"PC-000539","Provisioning Center - License","The Green House Provisioning","897 North AVE, Battle Creek MI 49017","11/19/2021","Closed","Approved",,
"PC-000536","Provisioning Center - License","The Woods Cheboygan","123 E. State ST, Cheboygan MI 49721","04/21/2022","Closed","Approved",,
"PC-000466","Provisioning Center - License","Olswell - Grand Rapids","1940 28th Street SE, Grand Rapids MI 49508","11/17/2022","Closed",,"Public Documents Available",
"PC-000522","Provisioning Center - License","Exclusive Lapeer","111 W Genesee ST, Lapeer MI 48446","11/13/2025","Active - Late Renewal","Approved","Public Documents Available",
"PC-000523","Provisioning Center - License","Lake Life Farms, Inc","208 South Michigan AVE, Big Rapids MI 49307","08/20/2022","Closed",,,
"PC-000203","Provisioning Center - License","Chronic City, LLC","6810 East McNichols RD, Detroit MI 48212","11/11/2022","Closed",,"Public Documents Available",
"PC-000498","Provisioning Center - License","Stone Depot Exceptional Cannabis","3435 East Michigan AVE, Jackson MI 49202","11/09/2022","Closed - Suspended","Approved","Public Documents Available",
"PC-000531","Provisioning Center - License","Skymint","3315 Coolidge RD, East Lansing MI 48823","10/18/2026","Active",,,
"PC-000437","Provisioning Center - License","Michiganja","230 North Charles ST, White Cloud MI 49349","11/03/2022","Closed","Approved",,
"PC-000521","Provisioning Center - License","Xplore Cannabis Company","824 S Main ST, Lapeer MI 48446","10/28/2026","Active",,,
"PC-000495","Provisioning Center - License","Sunnies","1410 North Eaton ST, Albion MI 49224","10/28/2023","Closed","Approved","Public Documents Available",
"PC-000528","Provisioning Center - License","Authentic 231","74 Arthur ST, Manistee MI 49660","08/31/2022","Closed","Approved","Public Documents Available",
"PC-000247","Provisioning Center - License","Jars Cannabis Mount Pleasant","1005 Corporate DR Suite B, Mt Pleasant MI 48858","08/29/2022","Closed","Approved","Public Documents Available",
"PC-000433","Provisioning Center - License","Gage Cannabis Company","48 Main ST, Battle Creek MI 49014","07/18/2025","Closed","Approved","Public Documents Available",
"PC-000525","Provisioning Center - License","Treehouse 603","603 E William ST, Ann Arbor MI 48104","10/22/2022","Closed","Approved","Public Documents Available",
"PC-000506","Provisioning Center - License","Only By Nature, LLC","103 N Ontario ST, DeTour Village MI 49725","10/22/2023","Closed - Suspended","Approved","Public Documents Available",
"PC-000488","Provisioning Center - License","Consume Cannabis Alma","528 W Warwick DR, Alma MI 48801","05/28/2026","Active","Approved","Public Documents Available",
"PC-000519","Provisioning Center - License","Hyde Holdings","8052 E 8 Mile RD, Detroit MI 48234","10/14/2024","Closed","Approved","Public Documents Available",
"PC-000513","Provisioning Center - License","The Botanical Co.","3535 Capital City BLVD, Lansing MI 48906","10/14/2023","Closed",,,
"PC-000476","Provisioning Center - License","The Pure Lapeer, LLC","224 E. Center ST, Alma MI 48801","06/06/2021","Closed",,"Public Documents Available",
"PC-000509","Provisioning Center - License","Consume Cannabis Harrisville","305 N State Street, Harrisville MI 48740","10/09/2025","Closed","Approved","Public Documents Available",
"PC-000517","Provisioning Center - License","Your Buds","877 E 8 Mile RD, Hazel Park MI 48030","10/07/2024","Closed","Approved","Public documents available",
"PC-000505","Provisioning Center - License","Spark Cannabis Company","1345 Prospect AVE, Caro MI 48723","10/09/2026","Active","Approved",,
"PC-000514","Provisioning Center - License","High Profile Boutique Cannabis","2301 44th SE ST Unit 2317, 2321, Grand Rapids MI 49508","10/07/2022","Closed","Approved",,
"PC-000034","Provisioning Center - License","Stay Lifted","1291 Falahee RD, Jackson MI 49203","10/05/2023","Closed",,,
"PC-000194","Provisioning Center - License","Lindzy's Med Station, Planted Provisioning,  Planted Organics","1960 W Hemphill RD, Flint MI 48507","10/05/2026","Active","Approved",,
"PC-000510","Provisioning Center - License","CANNABAY","1321 N Sherman ST, Bay City MI 48708","10/02/2021","Closed","Approved",,
"PC-000515","Provisioning Center - License","Rair","3772 Wilder RD, Bay City MI 48706","10/08/2022","Closed","Approved","Public Documents Available",
"PC-000508","Provisioning Center - License","JARS Cannabis","11347 W Jefferson AVE, River Rouge MI 48218","09/23/2026","Active","Approved",,
"PC-000310","Provisioning Center - License","Pure Canna Michigan","5829 Executive DR Suite A, Lansing MI 48911","09/18/2023","Closed",,,
"PC-000503","Provisioning Center - License","Ascend Cannabis Group","2741 28th SE ST, Grand Rapids MI 49512","07/29/2026","Active","Approved","Public Documents Available",
"PC-000504","Provisioning Center - License","KMG Ventures, LLC","775 S. Huron RD Suite A, Linwood MI 48634","09/10/2021","Closed",,,
"PC-000502","Provisioning Center - License","Green Bronco II, LLC","5747 S Westnedge AVE, Portage MI 49002","09/02/2022","Closed",,,
"PC-000477","Provisioning Center - License","7Engines","1101 East Front ST, Buchanan MI 49107","09/02/2023","Closed - Suspended",,"Public Documents Available",
"PC-000501","Provisioning Center - License","Gatsby Cannabis of Portage","2401 E Milham AVE, Portage MI 49002","08/19/2022","Closed","Approved",,
"PC-000481","Provisioning Center - License","Cloud Cannabis Company","1760 Plymouth RD, Ann Arbor MI 48105","08/26/2022","Closed","approved","Public Documents Available",
"PC-000328","Provisioning Center - License","Fire Creek","846 E. Columbia AVE, Battle Creek MI 49014","08/24/2022","Closed",,"Public Documents Available",
"PC-000497","Provisioning Center - License","Burton Cannabis Company","3365 Associates DR, Burton MI 48529","08/21/2024","Closed","Approved",,
"PC-000500","Provisioning Center - License","Mint Cannabis","730 E Cork ST, Kalamazoo MI 49001","08/19/2021","Closed",,,
"PC-000435","Provisioning Center - License","Timber Cannabis Co.","313 W. Laketon AVE, Muskegon MI 49441","08/18/2022","Closed","Approved",,
"PC-000482","Provisioning Center - License","The Botanist Michigan","8287 Southfield FWY, Detroit MI 48228","08/12/2022","Closed",,"Public Documents Available",
"PC-000478","Provisioning Center - License","The Hempire Collective","10143 N Loomis RD, Clare MI 48617","11/25/2026","Active","Approved",,
"PC-000374","Provisioning Center - License","Herbology","314 Munson AVE, Traverse City MI 49686","03/21/2023","Closed",,,
"PC-000486","Provisioning Center - License","Green Pharm Kalkaska","764 S Cedar ST, Kalkaska MI 49646","04/21/2024","Closed","Approved","Public Documents Available",
"PC-000496","Provisioning Center - License","Dacut","12668 Gratiot, Detroit MI 48205","08/11/2024","Closed","Approved","Public Documents Available",
"PC-000489","Provisioning Center - License","Bloom City Club","1193 E Michigan Ave, Battle Creek MI 49014","08/07/2021","Closed","Approved",,
"PC-000465","Provisioning Center - License","First Class Cannabis Co.","2515 N Grand River AVE, Lansing MI 48906","08/03/2023","Closed",,"Public Documents Available",
"PC-000485","Provisioning Center - License","Dunegrass Co.","28 Arthur ST, Manistee MI 49660","07/23/2022","Closed",,,
"PC-000492","Provisioning Center - License","Exclusive Kalamazoo","937 Foster AVE, Kalamazoo MI 49048","07/30/2023","Closed","Approved","Public Documents Available",
"PC-000493","Provisioning Center - License","Morenci Brothers Holding Group LLC","356 Munson AVE, Traverse City MI 49686","09/09/2021","Closed",,,
"PC-000408","Provisioning Center - License","Shango Bay City","3976 Wilder RD, Bay City MI 48708","12/10/2021","Closed","Approved",,
"PC-000428","Provisioning Center - License","3Fifteen","3423 NE Plainfield AVE, Grand Rapids MI 49525","08/09/2022","Closed","Approved","Public Documents Available",
"PC-000458","Provisioning Center - License","Olswell - Traverse City","728 E. Front ST, Traverse City MI 49686","07/21/2023","Closed","Approved","Public Documents Available",
"PC-000490","Provisioning Center - License","Pinnacle Emporium","100 S Steer ST, Addison MI 49220","12/09/2025","Closed","Approved","Public Documents Available",
"PC-000491","Provisioning Center - License","King of Budz Provisioning","10457 Gratiot AVE, Detroit MI 48213","07/10/2023","Closed","Approved","Public Documents Available",
"PC-000336","Provisioning Center - License","KAHN Cannabis Co.","1680 Clay ST Suite 300, Detroit MI 48211","07/14/2021","Closed","Approved","Public Documents Available",
"PC-000439","Provisioning Center - License","Rize","1580 N Stephenson AVE, Iron Mountain MI 49801","07/10/2026","Active",,,
"PC-000440","Provisioning Center - License","Bazonzoes","2101 W Willow ST, Lansing MI 48917","07/10/2023","Closed",,"Public Documents Available",
"PC-000425","Provisioning Center - License","Jars Cannabis","901 W Main ST, Owosso MI 48867","04/21/2022","Closed","Approved","Public Documents Available",
"PC-000487","Provisioning Center - License","Pleasantrees Cannabis Company","1950 Merritt RD, East Lansing MI 48823","09/25/2026","Active","Approved",,
"PC-000432","Provisioning Center - License","JARS Cannabis","7045 S Cedar ST, Lansing MI 48911","07/01/2024","Closed","Approved","Public Documents Available",
"PC-000474","Provisioning Center - License","Premiere Provisions","710 Perry AVE Unit T, Big Rapids MI 49307","06/30/2023","Closed",,"Public Documents Available",
"PC-000475","Provisioning Center - License","Houghton Lake Provisioning Center","1952 W. Houghton Lake DR Suite A, Prudenville MI 48651","06/24/2022","Closed",,,
"PC-000444","Provisioning Center - License","Redbud Roots Lab VIII, Inc.","1817 Commerce ST, Muskegon MI 49441","06/25/2022","Closed","Approved",,
"PC-000422","Provisioning Center - License","House of Dank TC","514 Munson AVE, Traverse City MI 49686","06/19/2023","Closed","Approved",,
"PC-000450","Provisioning Center - License","Amsterdam","11280 East Michigan AVE, Battle Creek MI 49014","06/12/2022","Closed - Suspended",,"Public Documents Available",
"PC-000416","Provisioning Center - License","Herbana","702 S. Main ST, Ann Arbor MI 48104","06/15/2021","Closed",,,
"PC-000470","Provisioning Center - License","New Standard Edmore","202 E Main ST, Edmore MI 48829","05/09/2023","Closed","Approved",,
"PC-000467","Provisioning Center - License","Skymint - District Park","20940 John R RD, Hazel Park MI 48030","06/11/2026","Active","Approved",,
"PC-000423","Provisioning Center - License","Herbology Cannabis Co. Express","261 Burke ST, River Rouge MI 48218","06/11/2023","Closed","Approved","Public Documents Available",
"PC-000413","Provisioning Center - License","Elite Wellness Jackson","6031 Ann Arbor RD, Jackson MI 49201","06/05/2024","Closed","Approved","Public Documents Available",
"PC-000332","Provisioning Center - License","Green Light District. Thetford Inc","9030 North Saginaw RD Suite 5, Mount Morris MI 48458","06/05/2023","Closed","Approved","Public Documents Available",
"PC-000469","Provisioning Center - License","Lake & Leaf","2448 Benzie HWY, Benzonia MI 49616","06/04/2022","Closed",,"Public Documents Available",
"PC-000396","Provisioning Center - License","NOBO","725 Main ST, Battle Creek MI 49014","06/02/2023","Closed",,"Public Documents Available",
"PC-000400","Provisioning Center - License","Lighthouse T C","704 S Garfield AVE, Traverse City MI 49686","10/18/2023","Closed","Approved","Public Documents Available",
"PC-000461","Provisioning Center - License","Dort Hwy Dispo","2512 E Bristol RD Unit A, Burton MI 48529","06/01/2025","Closed","Approved","Public Documents Available",
"PC-000329","Provisioning Center - License","Hashish Boyz","305 N Euclid AVE, Bay City MI 48706","06/01/2023","Closed","Approved","Public Documents Available",
"PC-000443","Provisioning Center - License","Nirvana Center Traverse City","223 Lake Ave, 1st Floor, Traverse City MI 49684","05/13/2023","Closed",,"Public Documents Available",
"PC-000460","Provisioning Center - License","ArCanna","29 Beardsley RD Suite A, Ionia MI 48846","05/29/2023","Closed","Approved",,
"PC-000451","Provisioning Center - License","Cloud Cannabis Company","2190 Whitehall RD Suite E, Muskegon MI 49445","05/20/2022","Closed","Approved",,
"PC-000468","Provisioning Center - License","Joyology of Reading","112 S Main ST, Reading MI 49274","05/19/2022","Closed","Approved","Public Documents Available",
"PC-000446","Provisioning Center - License","Puff TC","1226 S. Garfield AVE, Traverse City MI 49686","05/18/2025","Closed",,"Public Documents Available",
"PC-000455","Provisioning Center - License","Consume Cannabis Quincy","131 W Chicago ST, Quincy MI 49082","05/18/2026","Active","Approved","Public Documents Available",
"PC-000459","Provisioning Center - License","High Life Farms","3769 28th ST, Grand Rapids MI 49512","05/15/2023","Closed","Approved","Public Documents Available",
"PC-000454","Provisioning Center - License","Nirvana Center Center Line","24280 Sherwood AVE, Center Line MI 48015","05/13/2023","Closed",,"Public Documents Available",
"PC-000463","Provisioning Center - License","The Clinic Cannabis Co Center Line","26829 Lawrence AVE, Center Line MI 48015","05/12/2023","Closed","Approved","Public documents available",
"PC-000409","Provisioning Center - License","Canna Klub","2165 Ryno RD, Luzerne MI 48636","05/01/2024","Closed","Approved",,
"PC-000447","Provisioning Center - License","Gage Cannabis Company","1025 Hannah AVE, Traverse City MI 49686","07/30/2025","Closed","Approved",,
"PC-000380","Provisioning Center - License","Cannabis Lupus Cafe, LLC","300 M-553, Marquette MI 49855","04/30/2023","Closed",,"Public Documents Available",
"PC-000330","Provisioning Center - License","Burton Davison LLC","4086 Davison RD, Burton MI 48509","04/24/2021","Closed","Approved",,
"PC-000431","Provisioning Center - License","3 Fifteen","2900 South Division AVE, Grand Rapids MI 49548","08/09/2022","Closed","Approved","Public Documents Available",
"PC-000441","Provisioning Center - License","Green Pharm","719 Parsons RD, Traverse City MI 49686","04/21/2026","Active",,"Public Documents Available",
"PC-000394","Provisioning Center - License","Jars Cannabis","11400 E 8 Mile RD Suite A, Detroit MI 48205","04/21/2026","Active","Approved","Public Documents Available",
"PC-000402","Provisioning Center - License","The Woods Detroit","12625 Kercheval AVE, Detroit MI 48215","04/21/2023","Closed","Approved",,
"PC-000115","Provisioning Center - License","Michigan's Finest MMD, Inc.","39112 Van Born RD, Wayne MI 48184","04/17/2023","Closed",,"Public Documents Available",
"PC-000410","Provisioning Center - License","Lumberjack's Provisioning Center","8975 S. M-37 Hwy, Dowling MI 49050","04/16/2022","Closed",,,
"PC-000449","Provisioning Center - License","Wayne Releaf","36900 Michigan AVE, Wayne MI 48184","04/16/2026","Active","Approved","Public Documents Available",
"PC-000415","Provisioning Center - License","Pure Options - Mt. Pleasant","2157 S Mission ST Suite D & E, Mount Pleasant MI 48858","04/15/2026","Active",,,
"PC-000370","Provisioning Center - License","3Fifteen","1050 E Main ST, Morenci MI 49256","08/09/2022","Closed",,"Public Documents Available",
"PC-000388","Provisioning Center - License","Oz Cannabis","19 N. Hamilton ST, Ypsilanti MI 48197","02/05/2022","Closed","Approved",,
"PC-000418","Provisioning Center - License","Club Medz","2840 E Court Street, Flint MI 48506","03/31/2024","Closed",,"Public Documents Available",
"PC-000445","Provisioning Center - License","Lume Cannabis Co.","250 US Hwy 41 East, Negaunee MI 49866","03/21/2022","Closed","Approved",,
"PC-000426","Provisioning Center - License","Natures Holiday, LLC","3620 S. Huron Rd, Bay City MI 48706","03/30/2021","Closed",,,
"PC-000421","Provisioning Center - License","The Nest Provisioning","122 South Main ST, Camden MI 49232","03/23/2023","Closed",,,
"PC-000442","Provisioning Center - License","Addison Wellness Center","202 Steer ST, Addison MI 49220","03/26/2022","Closed",,,
"PC-000391","Provisioning Center - License","Ascend Cannabis Group","6010 B Drive North, Battle Creek MI 49014","07/29/2026","Active","Approved","Public Documents Available",
"PC-000385","Provisioning Center - License","Highly Cannaco","293 E. Columbia AVE, Battle Creek MI 49015","03/08/2021","Closed",,,
"PC-000387","Provisioning Center - License","Lume Cannabis Co.","861 N Pontiac TRL, Walled Lake MI 48390","03/21/2026","Active","Approved","Public Documents Available",
"PC-000419","Provisioning Center - License","Gage Cannabis Company","3425 S Martin Luther King Jr. BLVD, Lansing MI 48910","03/17/2025","Closed","Approved",,
"PC-000376","Provisioning Center - License","Octane Detroit","10101 Fenkell ST, Detroit MI 48238","03/17/2025","Closed","Approved",,
"PC-000348","Provisioning Center - License","Heads. Cannabis Co.","913 S Main ST, Adrian MI 49221","03/16/2026","Active","Approved",,
"PC-000424","Provisioning Center - License","Nature's ReLeaf Acme, Inc.","4144 M 72 E, Williamsburg MI 49690","03/13/2023","Closed",,,
"PC-000420","Provisioning Center - License","Lume Cannabis Co.","113 S. Michigan AVE, Big Rapids MI 49307","03/21/2022","Closed","Approved",,
"PC-000021","Provisioning Center - License","The Edge 420","4985 Page AVE, Michigan Center MI 49254","03/05/2023","Closed",,"Public Documents Available",
"PC-000227","Provisioning Center - License","Great Lakes Agro LLC","2836 S Huron RD, Kawkawlin MI 48631","03/04/2026","Active",,"Public Documents Available",
"PC-000407","Provisioning Center - License","High Profile Boutique Cannabis","262 S Maple ST, Grant MI 49327","11/19/2022","Closed","Approved",,
"PC-000406","Provisioning Center - License","Skymint, LLC","2508 South Cedar ST, Lansing MI 48910","10/18/2020","Closed","Approved",,
"PC-000398","Provisioning Center - License","Pharmhouse Wellness Co","831 Wealthy ST SW, Grand Rapids MI 49504","03/03/2026","Active","Approved","Public Documents Available",
"PC-000403","Provisioning Center - License","Nature's Finest - Battle Creek2","625 North AVE, Battle Creek MI 49017","02/28/2021","Closed",,,
"PC-000357","Provisioning Center - License","A New Standard","24906 John R RD, Hazel Park MI 48030","02/27/2026","Active","Approved",,
"PC-000369","Provisioning Center - License","Nature's Medicines","14800 Tireman AVE, Detroit MI 48228","02/27/2025","Closed","Approved","Public Documents Available",
"PC-000389","Provisioning Center - License","Green Stem, LLC","1140 S 11th ST Suite A, Niles MI 49120","02/19/2025","Closed","Approved","Public Documents Available",
"PC-000397","Provisioning Center - License","Compassionate Care by Design","8277 Arnt BLVD, Watervliet MI 49098","10/24/2022","Closed",,,
