"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-P-000342","Marihuana Processor - License","HICLOUD LLC","7655 E M-20, Hesperia MI 49421","07/19/2026","Active",,"Public Documents Available",
"AU-P-000353","Marihuana Processor - License","Wildfire Investments, LLC","2502 S Dort HWY, Flint MI 48507","11/09/2026","Active",,,
"AU-P-000341","Marihuana Processor - License","BURTON MANAGEMENT SPECIALIST, INC.","3425 S Dort HWY, Burton MI 48529","11/01/2026","Active",,"Public Documents Available",
"AU-P-000345","Marihuana Processor - License","Peachy Hash & Co","901 Wayne ST Suite 6, Niles MI 49120","09/03/2026","Active",,,
"AU-P-000344","Marihuana Processor - License","Root Weaver, LLC","3129 E Laketon AVE, Muskegon MI 49442","09/28/2023","License Void",,,
"AU-P-000346","Marihuana Processor - License","Lume Cannabis Co.","3379 Black RD, Prescott MI 48756","11/27/2023","License Void",,,
"AU-P-000335","Marihuana Processor - License","Keyson Industries LLC","212 Hyde ST Bldg, Kalkaska MI 49646","10/25/2023","License Void",,,
"AU-P-000351","Marihuana Processor - License","NAR Kitchen","14731 S Telegraph RD, Monroe Twp. MI 48161","10/20/2026","Active",,,
"AU-P-000352","Marihuana Processor - License","Freight Train Canna","9043 N Dort HWY, Mt. Morris MI 48458","10/20/2026","Active",,,
"AU-P-000338","Marihuana Processor - License","The Foundry Cannabis Co.","26352 Lawrence AVE, Center Line MI 48015","02/24/2025","Active",,"Public Documents Available",
"AU-P-000336","Marihuana Processor - License","American Fiber Company","37555 Peter's Drive, Paw Paw MI 49079","08/12/2024","License Void",,"Public Documents Available",
"AU-P-000340","Marihuana Processor - License","Lumiere Capital, LLC","10040 N Dort HWY, Clio MI 48420","10/14/2026","Active",,,
"AU-P-000331","Marihuana Processor - License","Skymint","9410 W Davis HWY, Dimondale MI 48821","11/27/2023","License Void",,,
"AU-P-000339","Marihuana Processor - License","Franckart Lapeer LLC","581 N Water ST, Vassar MI 48768","06/09/2026","Active",,"Public Documents Available",
"AU-P-000333","Marihuana Processor - License","Utopia Extracts LLC","12829 Artesian, Detroit MI 48223","09/22/2026","Active",,"Public Documents Available",
"AU-P-000326","Marihuana Processor - License","Truth Sciences LLC","5433 E Michigan AVE Bldg 1, Jackson MI 49201","09/09/2025","License Void",,,
"AU-P-000317","Marihuana Processor - License","Urban Gardens","617 Portage ST, Kalamazoo MI 49007","02/19/2025","License Void",,,
"AU-P-000330","Marihuana Processor - License","The Pot Shop","4184 Pier North BLVD Suite B, Flint MI 48504","08/29/2023","License Void",,,
"AU-P-000328","Marihuana Processor - License","Candid Labs LLC","2010 South Washington AVE, Lansing MI 48910","06/09/2023","License Void",,,
"AU-P-000323","Marihuana Processor - License","EVMI LLC","700 N Main ST Suite B, Chesaning MI 48616","03/31/2026","Active",,"Public Documents Available",
"AU-P-000318","Marihuana Processor - License","The Plant Factory","1405 Diamond Reo Way, Lansing MI 48910","04/06/2026","Active",,,
"AU-P-000313","Marihuana Processor - License","Space Cadet Cannabis","14111 White Creek Ave NE Suite H, Cedar Springs MI 49319","12/16/2024","License Void",,,
"AU-P-000319","Marihuana Processor - License","DISTRO 10 INC","21445 Hoover RD Suite 310, Warren MI 48089","08/18/2023","License Void",,,
"AU-P-000321","Marihuana Processor - License","For the Love of Charlie!","101 Enterprise DR, Vassar MI 48768","08/15/2023","License Void",,"Public Documents Available",
"AU-P-000320","Marihuana Processor - License","Alvarezin","7266 Cain RD, Jackson MI 49201","05/19/2025","License Void",,"Public Documents Available",
"AU-P-000315","Marihuana Processor - License","Goldkine","14401 Frazho RD, Warren MI 48089","09/27/2026","Active",,"Public Documents Available",
"AU-P-000312","Marihuana Processor - License","Nuera Michigan","1268 Arbogast RD, Union City MI 49094","07/28/2025","License Void",,,
"AU-P-000322","Marihuana Processor - License","Aloft Process, Inc","317 Post RD, Buchanan MI 49107","08/01/2023","License Void",,,
"AU-P-000304","Marihuana Processor - License","Natural Remedies Michigan LLC","4120 Ann Arbor RD, Jackson MI 49202","07/29/2026","Active",,,
"AU-P-000325","Marihuana Processor - License","Oak Canna & Wellness, LLC","14402 Prairie ST Suite 710, Detroit MI 48238","07/28/2026","Active",,"Public Documents Available",
"AU-P-000298","Marihuana Processor - License","Oceana Gardens","2514 S. 186TH AVE, Hesperia MI 49421","07/21/2024","License Void",,,
"AU-P-000311","Marihuana Processor - License","Wilson Cannabis","16200 Walker RD, Grass Lake MI 49240","07/22/2025","License Void",,"Public Documents Available",
"AU-P-000309","Marihuana Processor - License","Touchstone Manufacturing","41592 Production DR, Harrison Township MI 48045","07/20/2026","Active",,"Public Documents Available",
"AU-P-000305","Marihuana Processor - License","Lume Cannabis Co.","4162 Eastern Ave SE, Grand Rapids MI 49508","11/27/2026","Active",,,
"AU-P-000303","Marihuana Processor - License","Graceful Laboratories HP LLC","1874 E Elder RD, Mancelona MI 49659","10/25/2023","License Void",,,
"AU-P-000307","Marihuana Processor - License","Forte Cannabis","25371 Henry B Joy BLVD, Harrison Township MI 48045","05/14/2026","Active",,"Public Documents Available",
"AU-P-000295","Marihuana Processor - License","Regency Specialties Inc.","23705 Regency Park, Warren MI 48089","06/10/2026","Active",,,
"AU-P-000310","Marihuana Processor - License","The Gummie Joint","4463 S Dort HWY Bldg B, Burton MI 48529","07/05/2026","Active",,"Public Documents Available",
"AU-P-000308","Marihuana Processor - License","Bloomfield Development Group Grow LLC","14033 Achyl AVE, Warren MI 48089","07/05/2024","License Void",,"Public Documents Available",
"AU-P-000306","Marihuana Processor - License","Bow House","2100 S Washington AVE Suite 53C, Lansing MI 48910","05/06/2026","Active",,"Public Documents Available",
"AU-P-000291","Marihuana Processor - License","Rachel's Dope Co","4115 Perimeter RD, Oscoda MI 48750","06/16/2026","Active",,,
"AU-P-000301","Marihuana Processor - License","Forte Cannabis","515 N Larch ST Suite B, Lansing MI 48912","05/14/2024","License Void",,,
"AU-P-000294","Marihuana Processor - License","Kevy Bars LLC","2392 Davis RD, Au Gres MI 48703","06/13/2023","License Void",,,
"AU-P-000287","Marihuana Processor - License","OLD 27 EXTRACTS","292 Spires PKWY, Tekonsha MI 49092","06/02/2026","Active",,"Public Documents Available",
"AU-P-000299","Marihuana Processor - License","Iosco PR LLC","4611 Turtle RD, Turner MI 48765","05/31/2023","License Void",,"Public Documents Available",
"AU-P-000290","Marihuana Processor - License","CLDD, LLC","2701 N Dettman RD Unit 2, Jackson MI 49201","04/06/2026","Active",,,
"AU-P-000279","Marihuana Processor - License","Gage Cannabis Company","391 Midland RD, Bay City MI 48706","06/04/2026","Active",,,
"AU-P-000288","Marihuana Processor - License","PDS Ventures, LLC","21445 HOOVER RD Suite 320, Warren MI 48089","12/06/2026","Active",,"Public Documents Available",
"AU-P-000286","Marihuana Processor - License","Nirvana Center Processing","24290 Sherwood AVE, Center Line MI 48015","03/12/2026","Active",,"Public Documents Available",
"AU-P-000289","Marihuana Processor - License","High End Management LLC","1015 Barr AVE Suite 200, Lansing MI 48911","05/12/2024","License Void",,,
"AU-P-000282","Marihuana Processor - License","DF Michigan One Inc.","1727 E 8 Mile RD, Hazel Park MI 48030","05/11/2026","Active",,"Public Documents Available",
"AU-P-000280","Marihuana Processor - License","Shatter House","5920 S Pennsylvania AVE, Lansing MI 48911","05/10/2025","License Void",,"Public Documents Available",
"AU-P-000275","Marihuana Processor - License","Exclusive Brands LLC","3755 Varsity DR, Ann Arbor MI 48108","11/18/2025","License Void",,"Public Documents Available",
"AU-P-000274","Marihuana Processor - License","Trucenta LLC","21114 John R RD, Hazel Park MI 48030","02/19/2024","License Void",,,
"AU-P-000278","Marihuana Processor - License","3300 Miller Road LLC","3300 Miller RD, Kalamazoo MI 49001","04/20/2026","Active",,"Public Documents Available",
"AU-P-000277","Marihuana Processor - License","Gamut Cannabis","601 Riggs DR, Cheboygan MI 49721","04/20/2026","Active",,,
"AU-P-000281","Marihuana Processor - License","Lake Life Farms","10350 Harvest Park Suite A, Dimondale MI 48821","12/21/2026","Active",,,
"AU-P-000283","Marihuana Processor - License","Lume Cannabis Co.","200 Hydraulic Falls RD, Iron Mountain MI 49801","11/27/2026","Active",,,
"AU-P-000270","Marihuana Processor - License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","06/18/2026","Active",,,
"AU-P-000265","Marihuana Processor - License","Mitten Bliss, LLC","110 W. Park DR, Kalkaska MI 49646","04/12/2023","License Void",,,
"AU-P-000268","Marihuana Processor - License","Franklin Fields Processing","3535 Capital City BLVD, Lansing MI 48906","04/07/2026","Active","Social Equity","Public Documents Available",
"AU-P-000266","Marihuana Processor - License","Arwen, LLC","901 Wayne ST Suite 23, Niles MI 49120","04/07/2026","Active",,,
"AU-P-000272","Marihuana Processor - License","Warren Supply Chain Services","23455 Regency Park DR Suite A, Warren MI 48089","02/19/2025","Active",,"Public Documents Available",
"AU-P-000276","Marihuana Processor - License","Gage Cannabis Company","41225 Production DR, Harrison Township MI 48045","06/02/2026","Active",,"Public Documents Available",
"AU-P-000260","Marihuana Processor - License","Rogue Chemistry","6683 Cannon Center DR Bldg 2, Rockford MI 49341","09/29/2026","Active",,,
"AU-P-000264","Marihuana Processor - License","White Flower Cannabis Company","39530 W Red Arrow HWY, Paw Paw MI 49079","07/29/2024","License Void",,"Public Documents Available",
"AU-P-000259","Marihuana Processor - License","Highway Horticulture Productions","15325 W Michigan AVE, Marshall MI 49068","03/16/2026","Active",,"Public Documents Available",
"AU-P-000263","Marihuana Processor - License","WOODROCK HOLDINGS INC.","51543 Industrial DR, New Baltimore MI 48047","03/16/2026","Active",,"Public Documents Available",
"AU-P-000261","Marihuana Processor - License","JARS Cannabis","26700 Liberal ST Suite 2, Center Line MI 48015","08/07/2025","License Void",,,
"AU-P-000255","Marihuana Processor - License","Sugars Refinery, LLC","495 Worden South ST, Marcellus MI 49067","03/14/2023","License Void",,,
"AU-P-000267","Marihuana Processor - License","ELITEXTRACTIONS","75 E Anchor ST, River Rouge MI 48218","03/10/2026","Active",,"Public Documents Available",
"AU-P-000253","Marihuana Processor - License","Ferndale Maize LLC","163 Premier DR Bldg A, Orion Charter Township MI 48359","03/10/2026","Active",,"Public Documents Available",
"AU-P-000257","Marihuana Processor - License","Legit Labs","1200 Mason CT, Webberville MI 48892","03/10/2026","Active",,,
"AU-P-000258","Marihuana Processor - License","Layercake Farms 2 LLC","1850 Parmenter RD, Corunna MI 48817","06/09/2023","Revoked",,,
"AU-P-000269","Marihuana Processor - License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","03/03/2026","Active",,"Public Documents Available",
"AU-P-000251","Marihuana Processor - License","TAS Asset Holdings LLC","919 Filley ST Suite A, Lansing MI 48906","04/17/2023","License Void",,"Public Documents Available",
"AU-P-000262","Marihuana Processor - License","Culture Complex","525 S Court ST Suite 120, Lapeer MI 48446","02/17/2026","Active",,"Public documents available",
"AU-P-000247","Marihuana Processor - License","Truu Cannabis","1322 Rensen ST, Lansing MI 48910","08/03/2026","Active",,,
"AU-P-000246","Marihuana Processor - License","JOZ FARM","1220 E 9 Mile RD, Hazel Park MI 48030","02/02/2026","Closed - Suspended",,"Public Documents Available",
"AU-P-000244","Marihuana Processor - License","Deluxx Cannabis Co","1141 Eden Way, Chesaning MI 48616","07/15/2025","License Void",,,
"AU-P-000252","Marihuana Processor - License","MD Processing, LLC","427 N Steer ST Suite E, Addison MI 49220","01/28/2026","Active",,,
"AU-P-000241","Marihuana Processor - License","Ripple Michigan","10260 Harvest Park RD Suite A, Dimondale MI 48821","01/25/2024","License Void",,,
"AU-P-000236","Marihuana Processor - License","Blaze Canna","366 Watts RD, Jackson MI 49203","04/01/2023","License Void",,,
"AU-P-000228","Marihuana Processor - License","Helios-Lang LLC","4121 Lang RD, Beaverton MI 48612","07/28/2026","Active",,,
"AU-P-000238","Marihuana Processor - License","Farm Science Processing","24649 Mound RD Suite A, Warren MI 48091","05/21/2026","Active",,,
"AU-P-000243","Marihuana Processor - License","Veritas Collective LLC","4115 Felters RD, Michigan Center MI 49254","01/05/2024","License Void",,,
"AU-P-000233","Marihuana Processor - License","4432 ACE, LLC","4432 Ace Commercial CT, Bay City MI 48706","12/29/2025","Active",,"Public Documents Available",
"AU-P-000232","Marihuana Processor - License","Great Lakes Property Investors LLC","16100 Washburne RD, Grass Lake MI 49240","03/31/2026","Active",,"Public Documents Available",
"AU-P-000240","Marihuana Processor - License","RWB Michigan, LLC","21445 Hoover RD Suite 313, Warren MI 48089","12/22/2025","Active",,"Public Documents Available",
"AU-P-000234","Marihuana Processor - License","Production Dr. Holdings, LLC","41525 Production DR, Harrison Township MI 48045","08/30/2024","License Void",,"Public documents available",
"AU-P-000237","Marihuana Processor - License","How Smooth It Is Inc","11616 Northwest Monroe RD Suite C, Riverdale MI 48877","12/09/2023","License Void",,,
"AU-P-000223","Marihuana Processor - License","Information Entropy I(x3)","3935 Research Park DR, Ann Arbor MI 48108","12/01/2026","Active",,,
"AU-P-000226","Marihuana Processor - License","Smoke Society Bay City","3697 Wilder RD, Bay City MI 48706","11/23/2022","License Void",,,
"AU-P-000229","Marihuana Processor - License","FRESHY FINE","4273 E Holland RD Suite P, Buena Vista MI 48601","11/15/2026","Active",,"Public Documents Available",
"AU-P-000224","Marihuana Processor - License","Packwoods Distribution","2001 E 10 Mile RD, Warren MI 48091","11/03/2023","License Void",,"Public Documents Available",
"AU-P-000206","Marihuana Processor - License","Primitiv","1230 Mason CT, Webberville MI 48892","07/15/2026","Active",,,
"AU-P-000227","Marihuana Processor - License","317 Extracts","81 Enterprise DR Suite C, Vassar MI 48768","10/27/2022","License Void",,,
"AU-P-000214","Marihuana Processor - License","High-Minded Creations","210 W Pickard RD, Mt. Pleasant MI 48858","09/17/2026","Active",,,
"AU-P-000209","Marihuana Processor - License","Objectiv Growth Michigan LLC","775 E Washington AVE, Jackson MI 49203","09/23/2026","Active",,,
"AU-P-000215","Marihuana Processor - License","Wheelhouse Labs LLC","19832 E North Caribou Lake RD, DeTour MI 49725","10/21/2025","License Void",,"Public Documents Available",
"AU-P-000213","Marihuana Processor - License","Wanda Products LLC","1369 Cripps RD, Luzerne MI 48636","10/14/2024","License Void",,"Public Documents Available",
"AU-P-000222","Marihuana Processor - License","Society C","4601 Liberty Drive S Suite 710, Lake Orion MI 48359","10/18/2026","Active",,"Public Documents Available",
"AU-P-000217","Marihuana Processor - License","The Lab Processing and Co-Packing","207 Elsie ST, Kalkaska MI 49646","10/18/2026","Active",,"Public Documents Available",
"AU-P-000211","Marihuana Processor - License","Tend.Harvest.Cultivate.","1213 Phillips Ave SW, Grand Rapids MI 49507","04/20/2026","Active",,,
"AU-P-000225","Marihuana Processor - License","WYLD","525 S Court ST Suite 110, Lapeer MI 48446","10/11/2026","Active",,,
"AU-P-000220","Marihuana Processor - License","RKIVE","1465 W Beecher ST, Adrian MI 49221","10/11/2026","Active",,,
"AU-P-000207","Marihuana Processor - License","QR Brands LLC","1028 E Michigan AVE Suite B, Battle Creek MI 49014","10/11/2026","Active",,"Public Documents Available",
"AU-P-000210","Marihuana Processor - License","Evo Pharms, LLC","24247 Gibson DR, Warren MI 48089","09/30/2026","Active",,"Public Documents Available",
"AU-P-000216","Marihuana Processor - License","Treetown Cannabis","4990 Page AVE, Michigan Center MI 49254","01/07/2027","Active",,"Public Documents Available",
"AU-P-000212","Marihuana Processor - License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/18/2025","Active",,,
"AU-P-000203","Marihuana Processor - License","GreenCo Ventures, LLC","4770 E Maple Grove RD, Hastings MI 49058","08/04/2025","Active",,"Public Documents Available",
"AU-P-000198","Marihuana Processor - License","The Brand Lab","32620 Dequindre RD, Warren MI 48092","05/05/2024","License Void",,"Public Documents Available",
"AU-P-000208","Marihuana Processor - License","Blue Fox Brands, Inc.","1420 S Washington AVE, Lansing MI 48910","09/02/2026","Active",,"Public Documents Available",
"AU-P-000205","Marihuana Processor - License","IVP Holding, LLC","1973 E 10 Mile RD, Warren MI 48091","08/26/2026","Active",,"Public Documents Available",
"AU-P-000200","Marihuana Processor - License","Symponia Farms Inc.","1140 Harmonia RD, Battle Creek MI 49037","04/13/2024","License Void",,"Public Documents Available",
"AU-P-000199","Marihuana Processor - License","Pure X, LLC","13951 10 Mile RD Suite B, Warren MI 48089","08/16/2026","Active",,"Public Documents Available",
"AU-P-000186","Marihuana Processor - License","Inkster Pine Park, LLC","2424 John Daly ST, Inkster MI 48141","06/01/2024","License Void",,,
"AU-P-000193","Marihuana Processor - License","The Machine Grow and Processing, Inc.","29 Beardsley RD Suite B, Ionia MI 48846","06/09/2026","Active",,"Public Documents Available",
"AU-P-000202","Marihuana Processor - License","Progressive Treatment Solutions Warren","32660 Dequindre, Warren MI 48092","08/06/2026","Active",,"Public Documents Available",
"AU-P-000184","Marihuana Processor - License","Green Labs, LLC","9623 Skyline Industrial DR, Morenci MI 49256","11/19/2026","Active",,,
"AU-P-000194","Marihuana Processor - License","Midori Products, LLC","2450 Benzie HWY, Benzonia MI 49616","07/29/2024","License Void",,"Public Documents Available",
"AU-P-000182","Marihuana Processor - License","Sunrise Mountain Processing, LLC","324 S. Hosmer ST Suite B, Lansing MI 48912","07/26/2024","License Void",,,
"AU-P-000192","Marihuana Processor - License","Level Up Holdings IV, LLC","24 Leonard Wood DR Suite A, Battle Creek MI 49037","07/20/2025","License Void",,,
"AU-P-000195","Marihuana Processor - License","Evolution Edibles","4661 West Dickman RD Suite A, Battle Creek MI 49037","07/16/2024","License Void",,"Public Documents Available",
"AU-P-000190","Marihuana Processor - License","One Garden","23751 Hoover RD Suite B, Warren MI 48089","06/19/2026","Active",,,
"AU-P-000179","Marihuana Processor - License","NOBO","900 Alreco RD, Benton Harbor MI 49022","02/11/2026","Active",,"Public Documents Available",
"AU-P-000178","Marihuana Processor - License","Uplift'N LLC","1368 Commercial AVE, Crystal Falls MI 49920","06/03/2026","Active",,,
"AU-P-000181","Marihuana Processor - License","Trucenta LLC","22757 Dequindre RD, Hazel Park MI 48030","02/19/2024","License Void",,,
"AU-P-000175","Marihuana Processor - License","Holistic Industries","29600 Stephenson HWY Suite 2, Madison Heights MI 48071","11/22/2026","Active",,,
"AU-P-000176","Marihuana Processor - License","Kola Farms LLC","1024 Aulerich RD, East Tawas MI 48730","04/23/2026","Active",,"Public documents available",
"AU-P-000165","Marihuana Processor - License","Trivium Cannabis LLC","16962 Woodlane DR, Nunica MI 49448","09/16/2023","License Void",,"Public Documents Available",
"AU-P-000166","Marihuana Processor - License","Hazy Farms","2642 Princess ST, Inkster MI 48141","02/27/2024","License Void",,,
"AU-P-000174","Marihuana Processor - License","JRMI27 LLC","2701 N Dettman RD Suite A, Jackson MI 49201","04/06/2026","Active",,,
"AU-P-000167","Marihuana Processor - License","Blaze Canna","362 Watts RD, Jackson MI 49203","04/01/2023","License Void",,"Public Documents Available",
"AU-P-000171","Marihuana Processor - License","Michigan Investments 10 Inc.","772 E Pinconning RD, Pinconning MI 48650","04/01/2026","Active",,"Public Documents Available",
"AU-P-000173","Marihuana Processor - License","Glorious Cannabis Company","2497 E Huron RD, Au Gres MI 48703","02/05/2025","License Void",,"Public Documents Available",
"AU-P-000164","Marihuana Processor - License","MEM GARDENS, LLC","346 Logan ST, Adrian MI 49221","03/03/2026","Active",,,
"AU-P-000169","Marihuana Processor - License","BAKED RELEAF","1840 Terminal RD Unit C, Niles MI 49120","03/12/2025","License Void",,"Public Documents Available",
"AU-P-000170","Marihuana Processor - License","Authentic 231","5130 Collins RD Bldg C, Manistee MI 49660","11/17/2026","Active",,"Public Documents Available",
"AU-P-000163","Marihuana Processor - License","Black Market","3635 E Kilgore RD, Kalamazoo MI 49001","02/01/2026","Active",,"Public Documents Available",
"AU-P-000158","Marihuana Processor - License","Green Sprout Labs LLC","737 Industrial Park DR Suite A, Bangor MI 49013","01/28/2026","Active",,,
"AU-P-000162","Marihuana Processor - License","Total Health Processing, LLC","3055 E Bristol RD, Burton MI 48529","01/21/2026","Active",,"Public Documents Available",
"AU-P-000157","Marihuana Processor - License","SKY LABS, LLC","9421 N Dort HWY, Mt. Morris MI 48458","01/15/2025","License Void",,"Public Documents Available",
"AU-P-000155","Marihuana Processor - License","Driven Grow, LLC","10925 Bruun TRL, Frederic MI 49733","02/19/2026","Active",,,
"AU-P-000159","Marihuana Processor - License","Terrapin MI","2055 Oak Industrial NE DR, Grand Rapids MI 49505","10/16/2022","License Void",,,
"AU-P-000161","Marihuana Processor - License","Berry Green Management, Inc.","1356 Imlay City RD, Lapeer MI 48446","01/08/2026","License Void",,"Public Documents Available",
"AU-P-000154","Marihuana Processor - License","GCM Waypoint","54341 M43 HWY, Bangor MI 49013","07/28/2026","Active",,"Public Documents Available",
"AU-P-000160","Marihuana Processor - License","SBCMI, LLC","456 W 8 Mile RD, Hazel Park MI 48030","12/29/2026","Active",,"Public Documents Available",
"AU-P-000153","Marihuana Processor - License","Canna Bee Extracts LLC","741 Brady ST, Chesaning MI 48616","12/28/2025","Active",,"Public documents available",
"AU-P-000152","Marihuana Processor - License","HG Lansing, LLC","1421 Rensen ST, Lansing MI 48910","02/25/2026","Active",,,
"AU-P-000145","Marihuana Processor - License","Ascend Cannabis Group","735 E Hazel ST, Lansing MI 48912","11/27/2026","Active",,"Public Documents Available",
"AU-P-000151","Marihuana Processor - License","His & Herbs Chesaning","1117 N Main ST, Chesaning MI 48616","06/05/2024","License Void",,"Public Documents Available",
"AU-P-000150","Marihuana Processor - License","Great Lakes Natural Remedies, Inc.","3435 Sheridan AVE, Saginaw MI 48601","02/12/2023","License Void",,"Public Documents Available",
"AU-P-000149","Marihuana Processor - License","CHM1 Inc.","42219 Irwin DR, Harrison Township MI 48045","12/02/2023","License Void",,"Public Documents Available",
"AU-P-000142","Marihuana Processor - License","8 Mile Brands","871 E 8 Mile RD, Hazel Park MI 48030","05/28/2024","License Void",,"Public Documents Available",
"AU-P-000148","Marihuana Processor - License","Hayat Quality Provisioning I Inc","523 W 9 Mile RD Suite B, Hazel Park MI 48030","11/25/2025","License Void",,"Public Documents Available",
"AU-P-000143","Marihuana Processor - License","EPS I, LLC","1120 Industrial RD, Marshall MI 49068","06/17/2026","Active",,"Public Documents Available",
"AU-P-000139","Marihuana Processor - License","PharmaCann Michigan","21550 Hoover RD, Warren MI 48089","08/10/2025","License Void",,"Public Documents Available",
"AU-P-000144","Marihuana Processor - License","Red Arrow Company","34280 56th ST, Bangor MI 49013","11/13/2026","Active",,"Public Documents Available",
"AU-P-000146","Marihuana Processor - License","BR Laboratory of Chesaning LLC","795 Eden WAY Suite B, Chesaning MI 48616","11/02/2026","Active",,"Public Documents Available",
"AU-P-000138","Marihuana Processor - License","Gage Cannabis Company","41455 Production DR, Harrison Township MI 48045","06/04/2026","Active",,"Public Documents Available",
"AU-P-000141","Marihuana Processor - License","Redbud Roots Lab IV, LLC","455 Post RD, Buchanan MI 49107","02/10/2026","Active",,"Public Documents Available",
"AU-P-000137","Marihuana Processor - License","Classic Roots Farm","206 W Park DR, Kalkaska MI 49646","07/21/2026","Active",,,
"AU-P-000134","Marihuana Processor - License","Harbor Farmz","2839 Full Circle DR, Kalamazoo MI 49001","07/23/2026","Active",,"Public Documents Available",
"AU-P-000132","Marihuana Processor - License","Trucenta LLC","23506 John R RD, Hazel Park MI 48030","02/19/2025","License Void",,"Public Documents Available",
"AU-P-000131","Marihuana Processor - License","Dragonfly Kitchen II Inc","26980 County Road 215, Bangor MI 49013","07/21/2026","Active",,"Public Documents Available",
"AU-P-000133","Marihuana Processor - License","Pyramid Pens","736 N Larch ST, Lansing MI 48906","07/20/2026","Active",,"Public Documents Available",
"AU-P-000125","Marihuana Processor - License","Insano Pharms","2300 Spikes LN, Lansing MI 48906","03/10/2025","License Void",,,
"AU-P-000130","Marihuana Processor - License","MiMeds Processing","2309 N Burdick ST, Kalamazoo MI 49007","06/22/2024","License Void",,"Public Documents Available",
"AU-P-000127","Marihuana Processor - License","Cresco Labs Michigan, LLC","210 W Oliver DR, Marshall MI 49068","06/22/2026","Active",,"Public Documents Available",
"AU-P-000128","Marihuana Processor - License","Pleasantrees Cannabis Company","41900 Executive DR, Harrison Township MI 48045","02/19/2026","Active",,,
"AU-P-000129","Marihuana Processor - License","UBaked","3245 Card DR, Burton MI 48529","06/10/2026","Active",,,
"AU-P-000126","Marihuana Processor - License","HUMBLEBEE","6974 N Old 27, Frederic MI 49733","02/20/2026","Active",,,
"AU-P-000123","Marihuana Processor - License","Common Citizen","721 E. 8 Mile RD, Hazel Park MI 48030","05/28/2021","License Void",,"Public Documents Available",
"AU-P-000122","Marihuana Processor - License","Lume Cannabis Co.","9741 S Industrial Park DR, Evart MI 49631","11/27/2026","Active",,"Public Documents Available",
"AU-P-000124","Marihuana Processor - License","Tend.Harvest.Cultivate.","1751 W Beecher ST, Adrian MI 49221","04/20/2026","License Void",,"Public Documents Available",
"AU-P-000117","Marihuana Processor - License","True North Collective MI","2648 East South ST, Jackson MI 49201","04/22/2026","Active",,"Public Documents Available",
"AU-P-000120","Marihuana Processor - License","Noble Road Company","428 N Cedar ST, Lansing MI 48912","04/17/2023","License Void",,"Public Documents Available",
"AU-P-000119","Marihuana Processor - License","Pincanna","419 E Pinconning RD, Pinconning MI 48650","04/13/2026","Active",,"Public Documents Available",
"AU-P-000118","Marihuana Processor - License","CLDD, LLC","1255 Falahee RD, Jackson MI 49203","04/06/2025","License Void",,"Public Documents Available",
"AU-P-000114","Marihuana Processor - License","Detroit Fudge Company","2251 W. Liberty Street, Ann Arbor MI 48103","03/10/2022","License Void",,,
"AU-P-000115","Marihuana Processor - License","42 Degrees Processing, LLC","606 S Park DR, Kalkaska MI 49646","03/30/2026","Active",,"Public Documents Available",
"AU-P-000110","Marihuana Processor - License","Rair Processing","1225 S Dettman Rd Unit B, Jackson MI 49203","03/11/2023","License Void",,"Public Documents Available",
"AU-P-000116","Marihuana Processor - License","Cannalicious Labs","3996 N Fraser RD, Pinconning MI 48650","03/10/2026","Active",,"Public Documents Available",
"AU-P-000109","Marihuana Processor - License","Comco Wellness","12584 Wooden RD Bldg 1, Jonesville MI 49250","03/02/2023","License Void",,,
"AU-P-000108","Marihuana Processor - License","Cloud Cover","1239 Tech Drive, Webberville MI 48892","02/10/2024","License Void",,,
"AU-P-000113","Marihuana Processor - License","Lion Labs Ltd","4800 N Grand River AVE, Lansing MI 48906","02/18/2026","Active",,"Public Documents Available",
"AU-P-000112","Marihuana Processor - License","Redbud Roots Lab IV, LLC","215 Post RD Suite A, Buchanan MI 49107","02/10/2026","Active",,"Public Documents Available",
"AU-P-000106","Marihuana Processor - License","3843 Euclid, LLC","3843 N Euclid AVE, Bay City MI 48706","01/17/2025","License Void",,"Public Documents Available",
"AU-P-000105","Marihuana Processor - License","Peregrine Manufacturing","4115 Felters Rd, Michigan Center MI 49254","01/07/2022","License Void",,,
"AU-P-000104","Marihuana Processor - License","Choice Labs, LLC","4499 Phelps DR, Jackson MI 49202","12/23/2026","Active",,"Public Documents Available",
"AU-P-000107","Marihuana Processor - License","High Life Farms","624 Brady ST Suite B, Chesaning MI 48616","12/20/2022","License Void",,"Public Documents Available",
"AU-P-000100","Marihuana Processor - License","Green Peak Innovations","10070 Harvest PARK, Dimondale MI 48821","11/27/2023","License Void",,"Public Documents Available",
"AU-P-000101","Marihuana Processor - License","Arbor Kitchen LLC","124 W Summit ST Suite B, C, D, Ann Arbor MI 48103","11/22/2026","Active",,"Public Documents Available",
"AU-P-000099","Marihuana Processor - License","Exclusive Brands LLC","3820 Varsity DR, Ann Arbor MI 48108","11/18/2025","License Void",,"Public Documents Available",
