"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"GR-C-002426","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002425","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002424","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002423","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002422","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002421","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002420","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002419","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002418","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002417","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002416","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002415","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002414","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002413","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002412","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002411","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002410","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002409","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002408","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002407","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002406","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002550","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002549","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002548","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002547","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002546","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002545","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002544","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002543","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002542","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002541","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002540","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002539","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002538","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002537","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002536","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002535","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002534","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002533","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002532","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002531","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002530","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002529","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002528","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002527","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002526","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002525","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002524","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002523","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002522","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002521","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002520","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002519","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002518","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002517","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002516","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002515","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002479","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002480","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002481","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002482","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002483","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002484","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002485","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002486","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002487","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002488","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002489","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002490","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002491","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002492","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002493","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002494","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002495","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002496","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002497","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002498","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002499","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002500","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002501","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002502","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002503","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002504","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002505","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002506","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002507","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002508","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002509","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002510","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002511","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002512","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002513","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002514","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002631","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"GR-C-002630","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"GR-C-002632","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2025","Closed",,,
"GR-C-002629","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"GR-C-002628","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"GR-C-002627","Class C Grower – License","Authentic 231","5130 Collins RD Bldg B, Manistee MI 49660","08/31/2026","Active",,,
"GR-C-002556","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002555","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Doucments Available",
"GR-C-002551","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002557","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002554","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002553","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002552","Class C Grower – License","R&H Investment Holdings LLC","56710 Shattuck RD, Vandalia MI 49095","05/27/2026","Active",,"Public Documents Available",
"GR-C-002612","Class C Grower – License","Tend.Harvest.Cultivate.","1751 West Beecher ST, Adrian MI 49221","07/16/2025","Closed",,,
"GR-C-002611","Class C Grower – License","Tend.Harvest.Cultivate.","1751 West Beecher ST, Adrian MI 49221","07/16/2025","Closed",,,
"GR-C-002633","Class C Grower – License","HLF Chesaning, LLC","15403 Sharon RD Suite A, B & C, Chesaning MI 48616","06/21/2025","Active - Late Renewal",,,
"GR-C-002634","Class C Grower – License","HLF Chesaning, LLC","15403 Sharon RD Suite A, B & C, Chesaning MI 48616","06/21/2025","Active - Late Renewal",,"Public Documents Available",
"GR-C-002635","Class C Grower – License","HLF Chesaning, LLC","15403 Sharon RD Suite A, B & C, Chesaning MI 48616","06/21/2025","Active - Late Renewal",,"Public Documents Available",
"GR-C-002636","Class C Grower – License","HLF Chesaning, LLC","15403 Sharon RD Suite A, B & C, Chesaning MI 48616","06/21/2025","Active - Late Renewal",,"Public Documents Available",
"GR-C-002637","Class C Grower – License","HLF Chesaning, LLC","15403 Sharon RD Suite A, B & C, Chesaning MI 48616","06/21/2025","Active - Late Renewal",,"Public Documents Available",
"GR-C-002638","Class C Grower – License","HLF Chesaning, LLC","15403 Sharon RD Suite A, B & C, Chesaning MI 48616","06/21/2025","Active - Late Renewal",,"Public Documents Available",
"GR-C-001938","Class C Grower – License","Botanical Greens, Inc.","1651 E Highwood BLVD, Pontiac MI 48340","06/21/2026","Active",,,
"GR-C-002654","Class C Grower – License","HUFF CANNABIS","55949 Huff RD, Marcellus MI 49067","05/03/2026","Active",,,
"GR-C-002183","Class C Grower – License","LMK Capital LLC","24102 Wahl ST, Warren MI 48089","06/20/2026","Active",,,
"GR-C-002658","Class C Grower – License","Michigan Pure Pharms","9286 N Saginaw RD, Mt. Morris MI 48458","06/29/2026","Active",,,
"GR-C-002185","Class C Grower – License","LMK Capital LLC","24102 Wahl ST, Warren MI 48089","06/18/2026","Active",,,
"GR-C-002184","Class C Grower – License","LMK Capital LLC","24102 Wahl ST, Warren MI 48089","06/18/2026","Active",,,
"GR-C-002657","Class C Grower – License","Michigan Pure Pharms","9286 N Saginaw RD, Mt. Morris MI 48458","06/29/2026","Active",,,
"GR-C-002653","Class C Grower – License","EPS I, LLC","1120 INDUSTRIAL RD, MARSHALL MI 49068","06/17/2025","Closed",,,
"GR-C-002652","Class C Grower – License","EPS I, LLC","1120 INDUSTRIAL RD, MARSHALL MI 49068","01/21/2026","Active",,,
"GR-C-002651","Class C Grower – License","EPS I, LLC","1120 INDUSTRIAL RD, MARSHALL MI 49068","01/21/2026","Active",,,
"GR-C-002650","Class C Grower – License","EPS I, LLC","1120 INDUSTRIAL RD, MARSHALL MI 49068","06/17/2025","Closed",,,
"GR-C-002579","Class C Grower – License","Maggie Valley LLC","14442 S 40th ST, Vicksburg MI 49097","06/17/2025","Closed",,,
"GR-C-002578","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2025","Closed",,,
"GR-C-002577","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2025","Closed",,,
"GR-C-002576","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2025","Closed",,,
"GR-C-002575","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2025","Closed",,,
"GR-C-002574","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2025","Closed",,,
"GR-C-002573","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2025","Closed",,,
"GR-C-002566","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2025","Closed",,,
"GR-C-002622","Class C Grower – License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","06/23/2026","Active",,,
"GR-C-002620","Class C Grower – License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","06/23/2026","Active",,,
"GR-C-002621","Class C Grower – License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","06/23/2026","Active",,,
"GR-C-002371","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002374","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002383","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","06/12/2025","Closed",,,
"GR-C-002384","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002385","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","06/12/2025","Closed",,,
"GR-C-002386","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002387","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002388","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002389","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002390","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002391","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002392","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002393","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002394","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002395","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002396","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002397","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002398","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002400","Class C Grower – License","Common Citizen","16604 Hoffman ST, Vandalia MI 49095","02/04/2025","Closed",,,
"GR-C-002598","Class C Grower – License","Private Stock, LLC","21445 Hoover RD Suite 220, Warren MI 48089","11/08/2025","Active - Late Renewal",,,
"GR-C-002599","Class C Grower – License","Private Stock, LLC","21445 Hoover RD Suite 220, Warren MI 48089","11/08/2025","Active - Late Renewal",,,
"GR-C-002603","Class C Grower – License","Grip Cannabis of Michigan","17853 Donnell Lake ST, Vandalia MI 49095","06/22/2025","Closed",,"Public Documents Available",
"GR-C-002602","Class C Grower – License","Grip Cannabis of Michigan","17853 Donnell Lake ST, Vandalia MI 49095","06/22/2026","Active",,"Public Documents Available",
"GR-C-002601","Class C Grower – License","Grip Cannabis of Michigan","17853 Donnell Lake ST, Vandalia MI 49095","06/22/2026","Active",,"Public Documents Available",
"GR-C-002646","Class C Grower – License","Strobel Farms","35731 38th AVE, Paw Paw MI 49079","06/10/2026","Active",,"Public Documents Available",
"GR-C-002613","Class C Grower – License","Strobel Farms","35731 38th AVE, Paw Paw MI 49079","06/10/2026","Active",,"Public Documents Available",
"GR-C-002596","Class C Grower – License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/10/2025","Closed",,,
"GR-C-002595","Class C Grower – License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/10/2025","Closed",,,
"GR-C-002594","Class C Grower – License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/10/2025","Closed",,,
"GR-C-002592","Class C Grower – License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/10/2025","Closed",,,
"GR-C-002358","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002357","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002356","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002355","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002354","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002353","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002352","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002351","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002350","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002349","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002348","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002347","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/27/2026","Active",,,
"GR-C-002558","Class C Grower – License","SUNFIRE FARMS LLC","18309 FOX TRL, CASSOPOLIS MI 49031","06/07/2026","Active",,,
"GR-C-002623","Class C Grower – License","SUNFIRE FARMS LLC","18309 FOX TRL, CASSOPOLIS MI 49031","06/07/2026","Active",,,
"GR-C-002624","Class C Grower – License","SUNFIRE FARMS LLC","18309 FOX TRL, CASSOPOLIS MI 49031","06/07/2026","Active",,,
"GR-C-002625","Class C Grower – License","SUNFIRE FARMS LLC","18309 FOX TRL, CASSOPOLIS MI 49031","06/07/2025","Closed",,,
"GR-C-002605","Class C Grower – License","Oz Farms Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-002604","Class C Grower – License","Oz Farms Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-002564","Class C Grower – License","Oz Farms Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-002562","Class C Grower – License","Oz Farms Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-002561","Class C Grower – License","Oz Farms Inc","4190 Sieting DR, Luzerne MI 48636","09/08/2026","Active",,,
"GR-C-002075","Class C Grower – License","Farm Marcellus LLC","12584 Wooden RD, Jonesville MI 49250","05/29/2026","Active",,"Public Documents Available",
"GR-C-002074","Class C Grower – License","Farm Marcellus LLC","12584 Wooden RD, Jonesville MI 49250","05/29/2026","Active",,"Public Documents Available",
"GR-C-002073","Class C Grower – License","Farm Marcellus LLC","12584 Wooden RD, Jonesville MI 49250","05/29/2026","Active",,"Public Documents Available",
"GR-C-002072","Class C Grower – License","Farm Marcellus LLC","12584 Wooden RD, Jonesville MI 49250","05/29/2026","Active",,"Public Documents Available",
"GR-C-002071","Class C Grower – License","Farm Marcellus LLC","12584 Wooden RD, Jonesville MI 49250","05/29/2026","Active",,"Public Documents Available",
"GR-C-002070","Class C Grower – License","Farm Marcellus LLC","12584 Wooden RD, Jonesville MI 49250","05/29/2026","Active",,,
"GR-C-002069","Class C Grower – License","Farm Marcellus LLC","12584 Wooden RD, Jonesville MI 49250","05/29/2026","Active",,"Public Documents Available",
"GR-C-002068","Class C Grower – License","Farm Marcellus LLC","12584 Wooden RD, Jonesville MI 49250","05/29/2026","Active",,"Public Documents Available",
"GR-C-002591","Class C Grower – License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/05/2025","Closed",,,
"GR-C-002593","Class C Grower – License","Grow Arlington","52981 28th AVE, Bangor MI 49013","06/05/2025","Closed",,,
