"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-R-001095","Marihuana Retailer - License","Nirvana Houghton","1301 Ridge RD, Houghton MI 49931","11/14/2026","Active",,,
"AU-R-001101","Marihuana Retailer - License","Mint Cannabis","1707 S Mission ST, Mt Pleasant MI 48858","11/14/2025","License Void",,,
"AU-R-001076","Marihuana Retailer - License","20Past4 Sturgis","1103 N Centerville RD, Sturgis MI 49091","11/14/2025","License Void",,"Public Documents Available",
"AU-R-001104","Marihuana Retailer - License","The Cake House - Ann Arbor","2115 S State ST, Ann Arbor MI 48104","11/03/2026","Active",,,
"AU-R-001094","Marihuana Retailer - License","LaCannaville","2023 N Meridian RD, Sanford MI 48657","11/03/2026","Active",,,
"AU-R-001102","Marihuana Retailer - License","Accelerate Green, Inc.","317 N Mission Street, Mount Pleasant MI 48858","11/02/2026","Active",,,
"AU-R-001100","Marihuana Retailer - License","DOJA Mount Pleasant","702 N. Mission ST, Mt. Pleasant MI 48858","11/01/2024","License Void",,,
"AU-R-001087","Marihuana Retailer - License","Main Management Group LLC","5245 N Grand River AVE, Lansing MI 48906","11/01/2024","License Void",,,
"AU-R-001091","Marihuana Retailer - License","Canna Plug","6001 S Pennsylvania AVE, Lansing MI 48911","10/30/2026","Active",,,
"AU-R-001097","Marihuana Retailer - License","BE Provisioning","530 Main ST, Battle Creek MI 49014","04/16/2025","License Void",,,
"AU-R-001096","Marihuana Retailer - License","Green Acres Ecorse","337 Southfield RD, Ecorse MI 48229","10/26/2026","Active","Home Delivery - Approved",,
"AU-R-001090","Marihuana Retailer - License","Lake Life Farms","2617 E Michigan AVE, Lansing MI 48912","12/21/2026","Active",,,
"AU-R-001099","Marihuana Retailer - License","Strange Rootz Cannabis","40 N Main St NE, Cedar Springs MI 49319","10/05/2026","Active",,,
"AU-R-001093","Marihuana Retailer - License","Premier Cannabis Co. 2","1030 GRATIOT AVE, SAGINAW MI 48602","07/29/2026","Active",,"Public Documents Available",
"AU-R-001092","Marihuana Retailer - License","Skybox Cannabis Recreational","4985 Page AVE, Michigan Center MI 49254","10/24/2025","License Void",,,
"AU-R-001080","Marihuana Retailer - License","Cherry Brands","3245 E Michigan AVE, Jackson MI 49202","10/20/2026","Active",,"Public Documents Available",
"AU-R-001088","Marihuana Retailer - License","Kinship Provisioning","18480 Fort ST, Riverview MI 48193","10/20/2025","License Void",,"Public Documents Available",
"AU-R-001068","Marihuana Retailer - License","GLH Kalamazoo","218 E Stockbridge AVE, Kalamazoo MI 49001","10/12/2026","Active",,"Public Documents Available",
"AU-R-001085","Marihuana Retailer - License","True Leaf Cannabis Shop","811 Broadus ST Suite 100, Sturgis MI 49091","08/25/2026","Active",,,
"AU-R-001089","Marihuana Retailer - License","Kush Kabana","6597 E Main ST Unit B, Eau Claire MI 49111","10/11/2026","Active",,,
"AU-R-001083","Marihuana Retailer - License","Strange Rootz Cannabis","230 N Charles ST, White Cloud MI 49349","10/05/2026","Active",,,
"AU-R-001079","Marihuana Retailer - License","Herbology Cannabis Co. West Branch","518 E Houghton AVE, West Branch MI 48661","10/03/2026","Active","Home Delivery - Approved.","Public Documents Available",
"AU-R-001074","Marihuana Retailer - License","THE CAKE HOUSE - LANSING","5031 S Cedar ST Suite C, Lansing MI 48910","09/28/2026","Active","Home Delivery - Approved",,
"AU-R-001086","Marihuana Retailer - License","Lume Cannabis Co.","2812 10th ST, Menominee MI 49858","11/27/2026","Active",,,
"AU-R-001082","Marihuana Retailer - License","Timber Cannabis Co.","212 W Pickard RD Suite A, Mt Pleasant MI 48858","09/17/2026","Active",,,
"AU-R-001084","Marihuana Retailer - License","Nirvana Center Menominee","1231 9th AVE, Menominee MI 49858","06/15/2026","Active",,"Public Documents Available",
"AU-R-001077","Marihuana Retailer - License","OUI-D SHOP","1983 Benzie HWY, Benzonia MI 49616","07/20/2026","Active",,,
"AU-R-001071","Marihuana Retailer - License","JARS Cannabis","142 S Main ST, Wayland MI 49348","08/07/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001073","Marihuana Retailer - License","Liv Cannabis","37655 Ford RD, Westland MI 48185","09/19/2026","Active","Home Delivery - Approved",,
"AU-R-001069","Marihuana Retailer - License","SUPERIOR BUDS CANNABIS","1240 E. COLUMBIA AVE, BATTLE CREEK MI 49014","09/18/2024","License Void",,"Public Documents Available",
"AU-R-001078","Marihuana Retailer - License","Puff Cannabis Monroe","14750 Laplaisance RD Unit 180 & 190, Monroe MI 48161","09/15/2026","Active",,"Public Documents Available",
"AU-R-001081","Marihuana Retailer - License","Higher Love","1400 8th AVE, Menominee MI 49858","02/01/2026","Active",,"Public Documents Available",
"AU-R-001067","Marihuana Retailer - License","BE Provisioning","520 S 3rd AVE, Big Rapids MI 49307","04/16/2025","License Void",,"Public Documents Available",
"AU-R-001060","Marihuana Retailer - License","The Highway 61 Dispo","5366 M61 HWY, Standish MI 48658","08/20/2026","Active",,,
"AU-R-001065","Marihuana Retailer - License","The House Of Mary Jane LLC","19154 James Couzens FWY, Detroit MI 48235","09/07/2026","Active",,"Public documents available",
"AU-R-001052","Marihuana Retailer - License","Luckyspot","120 S. Michigan AVE Suite B, Big Rapids MI 49307","09/01/2024","License Void",,"Public documents available",
"AU-R-001070","Marihuana Retailer - License","Lume Cannabis Co.","401 W Front ST, Traverse City MI 49684","11/27/2026","Active",,,
"AU-R-001075","Marihuana Retailer - License","The Rec Room Cannabis Store","1421 S Euclid AVE, Bay City MI 48706","04/19/2025","License Void",,,
"AU-R-001066","Marihuana Retailer - License","Ultra Cannabis","18207 W Eight Mile RD, Detroit MI 48219","08/28/2026","Active",,"Public Documents Available",
"AU-R-001055","Marihuana Retailer - License","Mystic Cannabis of Memphis","35005 Bordman RD, Memphis MI 48041","08/28/2026","Active","Home Delivery - Approved.","Public Documents Available",
"AU-R-001050","Marihuana Retailer - License","Detroit Compassion","115 South Wisconsin AVE, Gaylord MI 49735","08/16/2024","License Void",,,
"AU-R-001061","Marihuana Retailer - License","Lume Cannabis Co.","9426 E Birch Run RD, Birch Run MI 48415","11/27/2026","Active",,,
"AU-R-001056","Marihuana Retailer - License","Green Pharm Allegan","633 Hooker RD, Allegan MI 49010","08/21/2025","License Void",,,
"AU-R-001064","Marihuana Retailer - License","Lume Cannabis Co.","3518 Grange Hall RD, Holly MI 48442","11/27/2026","Active",,"Public Documents Available",
"AU-R-001063","Marihuana Retailer - License","Butter","509 State CIR, Ann Arbor MI 48108","11/22/2026","Active","Home Delivery - Approved",,
"AU-R-001047","Marihuana Retailer - License","Verts Neighborhood Cannabis Retailer","117 S Union ST Suite B, Traverse City MI 49684","08/18/2025","License Void",,,
"AU-R-001062","Marihuana Retailer - License","HIGH SOCIETY 2","9242 Tiffany BLVD, Birch Run MI 48415","08/16/2026","Active",,"Public Documents Available",
"AU-R-001057","Marihuana Retailer - License","Moses Roses","5806 Dixie HWY, Waterford MI 48329","08/16/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001021","Marihuana Retailer - License","House of Evolution Muskegon Heights","2240 Glade ST Suite A, Muskegon Heights MI 49444","08/11/2025","License Void",,,
"AU-R-001041","Marihuana Retailer - License","OUI-D Operations, LLC","240 Arthur ST, Manistee MI 49660","07/20/2024","License Void",,,
"AU-R-001053","Marihuana Retailer - License","JARS Cannabis","6450 S Cedar ST, Lansing MI 48911","07/30/2026","Active","Home Delivery - Approved",,
"AU-R-001059","Marihuana Retailer - License","Planet 59","4641 Highland RD, Waterford MI 48328","08/08/2026","Active",,"Public Documents Available",
"AU-R-001044","Marihuana Retailer - License","Star Budz Provisioning Center Millington, LLC","7035 State RD, Millington MI 48746","08/08/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-001033","Marihuana Retailer - License","The Corner Farmacy","12909 S Straits HWY Unit North & 1, Wolverine MI 49799","08/04/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-001049","Marihuana Retailer - License","Smilez of Three Rivers","1320 Millard RD, Three Rivers MI 49093","02/09/2026","Active",,,
"AU-R-001048","Marihuana Retailer - License","Twisted Bee","56271 M-51 S, Dowagiac MI 49047","08/02/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001046","Marihuana Retailer - License","RIZE","3213 10th ST, Menominee MI 49858","09/25/2026","Active",,,
"AU-R-001051","Marihuana Retailer - License","Quality Roots, Inc.","1700 Tull Court, Waterford MI 48327","05/11/2026","Active","Home Delivery - Approved",,
"AU-R-001035","Marihuana Retailer - License","Green Hippo Provisioning","83805 M40 HWY, Lawton MI 49065","07/26/2026","Active",,,
"AU-R-001034","Marihuana Retailer - License","OUI-D Operations, LLC","3465 Sheridan AVE, Saginaw MI 48601","07/20/2025","License Void","Home Delivery - Approved",,
"AU-R-001043","Marihuana Retailer - License","Quality Roots of Ypsilanti","2 W. Forest AVE, Ypsilanti MI 48197","07/18/2026","Active",,,
"AU-R-001032","Marihuana Retailer - License","Cannabis Outlet Portage","8314 Portage RD, Portage MI 49002","07/18/2025","License Void",,,
"AU-R-001042","Marihuana Retailer - License","Dunegrass Co.","1488 McGregor WAY, Grawn MI 49637","08/14/2026","Active",,,
"AU-R-001045","Marihuana Retailer - License","Firehouse Organics, LLC","202 S Steer ST, Addison MI 49220","07/18/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001030","Marihuana Retailer - License","The Black Market Cannabis Company, LLC","1839 Peck ST Suite B, Muskegon MI 49441","07/17/2027","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001025","Marihuana Retailer - License","Redbud Roots Lab VII, Inc.","241 E. Main ST, Benton Harbor MI 49022","07/13/2025","License Void",,,
"AU-R-001020","Marihuana Retailer - License","Altered State","724 E Main ST, FENNVILLE MI 49408","07/13/2026","Active",,,
"AU-R-001028","Marihuana Retailer - License","UNIQ CANNABIS","14394 Laplaisance RD, Monroe MI 48161","07/12/2026","Active",,"Public Documents Available",
"AU-R-001038","Marihuana Retailer - License","The Wellflower Manistee, LLC","50 Arthur ST, Manistee MI 49660","07/06/2026","Active",,,
"AU-R-001023","Marihuana Retailer - License","THE FIRE STATION CANNABIS CO.","3101 10th ST, Menominee MI 49858","07/05/2024","License Void",,,
"AU-R-001022","Marihuana Retailer - License","Leaf and Bud #5","20801 Dequindre RD, Hazel Park MI 48030","07/05/2025","Active",,"Public documents available",
"AU-R-000999","Marihuana Retailer - License","Cloud Cannabis Utica","44115 Van Dyke AVE, Utica MI 48317","07/05/2024","License Void","Home Delivery - Approved",,
"AU-R-001019","Marihuana Retailer - License","JARS Cannabis","200 E Main ST, Owosso MI 48867","03/31/2026","Active",,,
"AU-R-001029","Marihuana Retailer - License","Amsterdam Premium Cannabis Company","231 S First ST, Harrison MI 48625","06/29/2026","Active","Home Delivery - Approved",,
"AU-R-001024","Marihuana Retailer - License","MEDS CAFE","100 N Main ST, Cheboygan MI 49721","12/27/2026","Active",,,
"AU-R-001027","Marihuana Retailer - License","Higher Love","650 Murray RD, Norway MI 49870","02/01/2026","Active",,,
"AU-R-001015","Marihuana Retailer - License","Lume Cannabis Co.","1949 W Twelve Mile RD Suite 200, Berkley MI 48072","11/27/2026","Active","Home Delivery - Approved.",,
"AU-R-001031","Marihuana Retailer - License","Vibe - Quincy","133 W Chicago ST, Quincy MI 49082","06/28/2026","Active",,,
"AU-R-001016","Marihuana Retailer - License","Exclusive Muskegon","4515 E Apple AVE, Muskegon MI 49442","06/22/2026","Active","Home Delivery - Approved",,
"AU-R-001012","Marihuana Retailer - License","Top Cannabis Outlet","108 Lafayette AVE, Bay City MI 48708","06/22/2026","Active",,"Public Documents Available",
"AU-R-001014","Marihuana Retailer - License","Xhale Cannabis Company LLC","1014 N Johnson ST, Bay City MI 48708","06/22/2026","Active",,,
"AU-R-001002","Marihuana Retailer - License","Consume Cannabis Alma","528 W Warwick DR, Alma MI 48801","12/08/2025","Active",,"Public Documents Available",
"AU-R-001010","Marihuana Retailer - License","Dreams Canna","28930 S Telegraph RD, Southfield MI 48034","06/14/2026","Active","Home Delivery - Approved.","Public Documents Available",
"AU-R-001005","Marihuana Retailer - License","Fuel 420","3620 S. Huron RD, Bay City MI 48706","04/06/2024","License Void",,,
"AU-R-001011","Marihuana Retailer - License","Bloomfield Development Group Grow LLC","17812 US Hwy 2, Gould City MI 49838","07/05/2026","Active",,,
"AU-R-001000","Marihuana Retailer - License","Gatsby Cannabis Co.","15530 11 Mile RD, Battle Creek MI 49014","06/09/2026","Active",,"Public documents available",
"AU-R-001009","Marihuana Retailer - License","Puff","4305 Portage ST, Kalamazoo MI 49001","12/23/2025","License Void",,,
"AU-R-001013","Marihuana Retailer - License","Lume Cannabis Co.","26760 Lahser RD, Southfield MI 48033","11/27/2026","Active",,,
"AU-R-001017","Marihuana Retailer - License","Nar Inkster","29899 Michigan AVE, Inkster MI 48141","06/08/2026","Active",,,
"AU-R-001008","Marihuana Retailer - License","Green Acres Collective, LLC","1444 Inkster RD, Inkster MI 48141","06/07/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000986","Marihuana Retailer - License","The Woods Detroit","12625 Kercheval AVE, Detroit MI 48215","06/07/2026","Active",,,
"AU-R-001007","Marihuana Retailer - License","BE Provisioning","403 S Main ST, Crystal MI 48818","04/16/2025","License Void",,"Public Documents Available",
"AU-R-001006","Marihuana Retailer - License","Nirvana Lowell, LLC","1250 W Main SE ST, Lowell MI 49331","06/01/2026","Active",,,
"AU-R-000969","Marihuana Retailer - License","CHRONIC CITY CANNABIS","6810 EAST MCNICHOLS RD, DETROIT MI 48212","05/31/2024","License Void",,,
"AU-R-000980","Marihuana Retailer - License","Cloud Gaylord, LLC","710 Edelweiss Village PKWY, Gaylord MI 49735","05/31/2024","License Void",,,
"AU-R-000990","Marihuana Retailer - License","King of Budz Ferndale","1300 E Nine Mile RD, City of Ferndale MI 48220","05/30/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-001001","Marihuana Retailer - License","Weed Prime, Loud House","1901 S DORT HWY, FLINT MI 48503","05/30/2026","Active","Home Delivery - Approved",,
"AU-R-001004","Marihuana Retailer - License","The Flower Bowl II","315 N Inkster RD, Inkster MI 48141","05/26/2026","Active","Home Delivery - Approved",,
"AU-R-000979","Marihuana Retailer - License","Meds Cafe","225 S. Michigan AVE, Big Rapids MI 49307","12/27/2023","License Void",,,
"AU-R-000955","Marihuana Retailer - License","Cloud Cannabis Muskegon","2190 Whitehall RD Suite E, Muskegon MI 49445","05/26/2024","License Void",,,
"AU-R-000964","Marihuana Retailer - License","Skymint - District Park","822 E. Front ST, Traverse City MI 49686","07/21/2024","License Void",,,
"AU-R-000942","Marihuana Retailer - License","77 North Inc","1651 S Front St., Marquette MI 49855","02/18/2026","Active",,"Public Documents Available",
"AU-R-000984","Marihuana Retailer - License","Nirvana Escanaba","317 N Lincoln RD, Escanaba MI 49829","05/15/2026","Active",,,
"AU-R-000993","Marihuana Retailer - License","HERBOLOGY CANNABIS CO. YPSILANTI","915 W Michigan AVE, Ypsilanti MI 48197","05/12/2026","Active","Home Delivery - Approved","Public documents available",
"AU-R-000972","Marihuana Retailer - License","Primo Provisioning - Saginaw","1215 Court ST, Saginaw MI 48602","06/24/2025","License Void",,"Public Documents Available",
"AU-R-000960","Marihuana Retailer - License","1385 S. Huron Retail, LLC","5620 S. Cedar ST, Lansing MI 48911","05/11/2024","License Void",,,
"AU-R-000977","Marihuana Retailer - License","SUPERGOOD","4431 W MONROE RD, PENTWATER MI 49449","05/10/2026","Active",,,
"AU-R-000973","Marihuana Retailer - License","The Clinic Ypsilanti","705 1/2 W Cross ST, Ypsilanti MI 48197","05/10/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000950","Marihuana Retailer - License","Nirvana Kalamazoo, LLC","401 N Sage ST, Kalamazoo MI 49006","05/10/2026","Active",,,
"AU-R-000974","Marihuana Retailer - License","Altitude Cannabis Bay City","912 N Euclid AVE, Bay City MI 48706","05/09/2026","Active",,"Public Documents Available",
"AU-R-000968","Marihuana Retailer - License","Highly Cannaco","752 Munson AVE, Traverse City MI 49686","05/08/2025","License Void",,,
"AU-R-000981","Marihuana Retailer - License","LUMBERJACK'S PROVISIONING CENTER","1450 W M-43 HIGHWAY Suite 5, HASTINGS MI 49058","05/19/2026","License Void",,,
"AU-R-000988","Marihuana Retailer - License","Potter's Cannabis Boutique Battle Creek","2825 Capital Avenue SW, Battle Creek MI 49015","05/04/2026","Active",,,
"AU-R-000989","Marihuana Retailer - License","Jailhouse Cannabis Co","12545 State St, Atlanta MI 49709","11/23/2026","Active",,,
"AU-R-000982","Marihuana Retailer - License","Gage Cannabis Company","450 S Glaspie ST, Oxford MI 48371","06/04/2026","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000978","Marihuana Retailer - License","Hydro Budz, LLC","221 Mill ST Suite B, Brooklyn MI 49230","04/26/2026","Active",,,
"AU-R-000976","Marihuana Retailer - License","Cloud Cannabis Fulton","621 Fulton ST W., Grand Rapids MI 49504","04/25/2024","License Void",,,
"AU-R-000971","Marihuana Retailer - License","Green Pharm Mancelona","107 E State Street, Mancelona MI 49659","04/25/2026","Active",,"Public Documents Available",
"AU-R-000975","Marihuana Retailer - License","Green Cure Wellness Inc.","10 E 8 Mile RD, Detroit MI 48203","04/25/2026","Active",,,
"AU-R-000957","Marihuana Retailer - License","Sapura","3000 Dunckel RD Suite B, Lansing MI 48910","04/18/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000987","Marihuana Retailer - License","ZAZA CANNABIS CO.","12934 EVERGREEN RD Unit 100, DETROIT MI 48223","04/19/2026","Active","Home Delivery - Approved",,
"AU-R-000970","Marihuana Retailer - License","Green Trend, Inc.","465 E Michigan Avenue, Saline MI 48176","04/17/2026","Active",,,
"AU-R-000941","Marihuana Retailer - License","Flora East Lansing","7733 E Saginaw HWY Suite 1, East Lansing MI 48823","04/10/2026","Active",,"Public Documents Available",
"AU-R-000965","Marihuana Retailer - License","Gramz Lapeer","10 E Genesee ST, Lapeer MI 48446","07/27/2026","Active","Home Delivery - Approved",,
"AU-R-000966","Marihuana Retailer - License","Elevated Exotics","923 Ludington ST, Escanaba MI 49829","06/16/2026","Active",,"Public Documents Available",
"AU-R-000961","Marihuana Retailer - License","High Society Wellness LLC","415 N State RD Ste. A, Davison MI 48423","04/05/2026","Active",,,
"AU-R-000954","Marihuana Retailer - License","Lighthouse T C","704 S Garfield Ave, Traverse City MI 49686","03/30/2024","License Void","Home Delivery - Approved",,
"AU-R-000949","Marihuana Retailer - License","Bay City Tree House Club","215 S Linn ST, Bay City MI 48706","07/13/2024","License Void",,,
"AU-R-000963","Marihuana Retailer - License","Olswell-Traverse City","728 E Front ST, Traverse City MI 49686","07/09/2026","Active",,,
"AU-R-000945","Marihuana Retailer - License","The Woods Whitehall","1321 E Colby ST, Whitehall MI 49461","03/29/2026","Active",,,
"AU-R-000947","Marihuana Retailer - License","House of Evolution Bay City","606 3rd ST, Bay City MI 48708","03/29/2025","License Void",,,
"AU-R-000959","Marihuana Retailer - License","Gage Cannabis Company","1025 Hannah AVE, Traverse City MI 49686","06/04/2026","License Void",,"Public Documents Available",
"AU-R-000953","Marihuana Retailer - License","Green Pharm TC","719 Parsons Rd, Traverse City MI 49686","08/27/2026","Active","Home Delivery - Approved",,
"AU-R-000944","Marihuana Retailer - License","Cannrose, Inc.","805 Maple ST, Big Rapids MI 49307","11/12/2025","License Void",,,
"AU-R-000926","Marihuana Retailer - License","The Reef Detroit","6640 E 8 Mile RD, Detroit MI 48234","03/24/2024","License Void","Home Delivery - Approved.","Public Documnets Available",
"AU-R-000946","Marihuana Retailer - License","Pure Options - Detroit","2710 Livernois, Detroit MI 48209","03/24/2026","Active",,,
"AU-R-000951","Marihuana Retailer - License","Nirvana Center Traverse City","223 Lake AVE 1st Floor, Traverse City MI 49684","03/12/2025","License Void",,"Public documents available",
"AU-R-000958","Marihuana Retailer - License","House of Dank TC","514 Munson AVE, Traverse City MI 49686","03/22/2026","Active","Home Delivery - Approved",,
"AU-R-000937","Marihuana Retailer - License","100 Leafs","327 Capital Ave SW, Battle Creek MI 49015","03/22/2025","License Void",,,
"AU-R-000956","Marihuana Retailer - License","Cloud Cannabis Company","356 Munson AVE, Traverse City MI 49686","06/22/2024","License Void",,,
"AU-R-000934","Marihuana Retailer - License","The Noggin Shop","52324 Duncan AVE, Hubbell MI 49934","03/16/2026","Active",,,
"AU-R-000916","Marihuana Retailer - License","JARS Cannabis","2301 N Michigan AVE Suite B, Saginaw MI 48602","03/20/2026","Active","Home Delivery - Approved",,
"AU-R-000890","Marihuana Retailer - License","JARS Cannabis","11400 E Eight Mile RD Suite A, Detroit MI 48205","08/07/2026","Active",,,
"AU-R-000939","Marihuana Retailer - License","Pure Options - South Cedar","5031 S Cedar ST Suite C, Lansing MI 48910","03/18/2024","License Void",,,
"AU-R-000931","Marihuana Retailer - License","Great Lakes Exotics Cannabis Co.","820 W Main ST, Gaylord MI 49735","01/13/2026","Active",,"Public Documents Available",
"AU-R-000930","Marihuana Retailer - License","Great Lakes Exotics Cannabis Co.","2625 S Otsego AVE, Gaylord MI 49735","01/13/2026","Active",,"Public Documents Available",
"AU-R-000943","Marihuana Retailer - License","Quality Roots Berkley","3916 W 11 Mile RD, Berkley MI 48072","03/17/2026","Active","Home Delivery - Approved.",,
"AU-R-000936","Marihuana Retailer - License","KING OF BUDZ PROVISIONING","10457 GRATIOT AVE Suite A, DETROIT MI 48213","03/17/2026","Active",,"Public Documents Available",
"AU-R-000940","Marihuana Retailer - License","Cloud Cannabis 28th Street","928 28th ST SE, Grand Rapids MI 49508","03/17/2024","License Void",,,
"AU-R-000952","Marihuana Retailer - License","Puff TC","1226 S Garfield AVE, Traverse City MI 49686","03/16/2026","Active",,"Public Documents Available",
"AU-R-000891","Marihuana Retailer - License","JARS Cannabis","7461 W 8 Mile RD, Detroit MI 48221","03/15/2026","Active",,"Public Documents Available",
"AU-R-000933","Marihuana Retailer - License","Zella Cannabis, LLC","1105 W Chisholm St, Alpena MI 49707","03/10/2026","Active",,"Public Documents Available",
"AU-R-000927","Marihuana Retailer - License","JAR Capital, LLC","14930 Laplaisance RD Unit 121/122, Monroe MI 48161","03/10/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000938","Marihuana Retailer - License","Rush Cannabis","751 W Michigan AVE, Saline MI 48176","03/10/2026","Active","Home Delivery - Approved","Public documents available",
"AU-R-000935","Marihuana Retailer - License","Vibe River Rouge","286 Burke ST Bldg, River Rouge MI 48218","03/10/2025","License Void",,"Public Documents Available",
"AU-R-000923","Marihuana Retailer - License","Ascend Cannabis Group","503 Century Ave SW, Grand Rapids MI 49503","11/27/2026","Active","Home Delivery - Approved",,
"AU-R-000924","Marihuana Retailer - License","Green Acres Detroit","15514 W Warren AVE, Detroit MI 48228","03/07/2026","Active","Home Delivery - Approved",,
"AU-R-000929","Marihuana Retailer - License","Beach Fire Cannabis Company","6038 W Turtle Creek DR Suite B, Williamsburg MI 49690","03/03/2025","Active","Home Delivery - Approved",,
"AU-R-000900","Marihuana Retailer - License","Gage Cannabis Company","24729 Sherwood AVE, Center Line MI 48015","06/04/2026","License Void",,"Public Documents Available",
"AU-R-000932","Marihuana Retailer - License","Acme Alternative Health, LLC","2074 M-137, Interlochen MI 49643","02/19/2026","Active","Home Delivery - Approved",,
"AU-R-000921","Marihuana Retailer - License","Moses Roses South West","6237 Federal ST, Detroit MI 48209","02/19/2026","Active",,"Public Documents Available",
"AU-R-000920","Marihuana Retailer - License","Depot Provisionary Center LLC","107 Covert ST, Leslie MI 49251","02/22/2026","Active",,"Public Documents Available",
"AU-R-000918","Marihuana Retailer - License","Happy Day Romeo","100 McLean DR, Romeo MI 48065","02/14/2025","License Void",,,
"AU-R-000922","Marihuana Retailer - License","Pure Cannabis Outlet","15311 S Dixie HWY, Monroe MI 48161","02/10/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000899","Marihuana Retailer - License","PLUSH COMPANIES","1005 S MAPLE ISLAND RD, MUSKEGON MI 49442","02/06/2026","Active",,,
"AU-R-000908","Marihuana Retailer - License","Cookies Detroit","6030 E Eight Mile RD, Detroit MI 48234","06/04/2026","Active",,"Public Documents Available",
"AU-R-000915","Marihuana Retailer - License","High Profile Cannabis Shop","20327 Groesbeck HWY, Detroit MI 48205","02/01/2025","License Void",,,
"AU-R-000909","Marihuana Retailer - License","MUHA MEDS DETROIT","16829 Harper AVE, DETROIT MI 48224","01/27/2025","License Void","Home Delivery - Approved","Public Documents Available",
"AU-R-000919","Marihuana Retailer - License","West Coast Meds","8620 Lyndon ST, Detroit MI 48238","01/26/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000893","Marihuana Retailer - License","Green Tree Relief","553 E. Chicago ST, Coldwater MI 49036","01/09/2027","Active",,,
"AU-R-000913","Marihuana Retailer - License","Kush Kween","2225 E Genesee AVE, Saginaw MI 48601","01/23/2027","Active",,,
"AU-R-000917","Marihuana Retailer - License","Liberty Cannabis","2540 Rosa Parks BLVD, Detroit MI 48216","01/20/2027","Active",,,
"AU-R-000910","Marihuana Retailer - License","Joyology of Lake Orion","4898 Bald Mountain RD, Orion Township MI 48359","01/19/2026","Active","Home Delivery - Approved.","Public Documents Available",
"AU-R-000907","Marihuana Retailer - License","Inhale LLC","15670 E Eight Mile RD, Detroit MI 48205","01/19/2026","Active",,"Public Documents Available",
"AU-R-000901","Marihuana Retailer - License","LIV Cannabis","12604 E Jefferson AVE, Detroit MI 48215","01/18/2026","Active","Home Delivery - Approved",,
"AU-R-000886","Marihuana Retailer - License","Cookies GR","330 Ann NW ST Suite A, Grand Rapids MI 49504","08/23/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000875","Marihuana Retailer - License","Blooming Buds LLC","116 N 1st ST, Harrisville MI 48740","01/18/2026","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000877","Marihuana Retailer - License","TheCalmic LLC","414 North Main ST, Cheboygan MI 49721","03/03/2024","License Void",,,
"AU-R-000883","Marihuana Retailer - License","Highwire Farms","363 N Willowbrook Rd., Coldwater MI 49036","04/29/2026","Active",,"Public Documents Available",
"AU-R-000874","Marihuana Retailer - License","420 Shore","1839 Peck ST Suite B, Muskegon MI 49441","01/13/2024","License Void","Home Delivery - Approved",,
"AU-R-000904","Marihuana Retailer - License","Leaf and Bud","14470 Livernois AVE Suite A, Detroit MI 48238","12/09/2025","Active","Home Delivery - Approved","Public Documents Available",
"AU-R-000858","Marihuana Retailer - License","420 Satori LLC","2918 Blue Star HWY, Douglas MI 49406","01/13/2026","Active","Home Delivery - Approved.",,
"AU-R-000892","Marihuana Retailer - License","Prosper Cannabis Company","201 Clark ST Suite B, Wayland MI 49348","03/03/2026","License Void",,,
"AU-R-000888","Marihuana Retailer - License","Exclusive Oxford","850 S Glaspie ST, Oxford MI 48371","12/27/2024","License Void","Home Delivery - Approved",,
"AU-R-000911","Marihuana Retailer - License","Plan B Wellness Center, LLC","20101 W 8 Mile RD, Detroit MI 48219","01/10/2025","Active",,"Public Documents Available",
"AU-R-000912","Marihuana Retailer - License","Green Acres Eight Mile","20041 W Eight Mile RD, Detroit MI 48219","01/10/2026","Active",,"Public Documents Available",
"AU-R-000914","Marihuana Retailer - License","Nuggets Detroit LLC","18270 Telegraph RD Suite A, Detroit MI 48219","01/10/2026","Active","Home Delivery - Approval","Public Documents Available",
"AU-R-000903","Marihuana Retailer - License","Ivy League Cannabis Co","471 Schaefer HWY, Detroit MI 48217","01/09/2026","Active",,,
"AU-R-000882","Marihuana Retailer - License","Exclusive Gaylord","1385 W Main ST, Gaylord MI 49735","12/27/2025","License Void","Home Delivery - Approved",,
